Site_ID,Center_Name,Permit_Holder,Address,Borough,Zip_Code,Phone,Permit_Number,Permit_Expiration_Date,Permit_Status,Age_Range,Maximum_Capacity,Certified_to_Administer_Medication,Site_Type,Number_Of_Violations,Hazard_Violations,Critical_Violations,General_Violations,Number_Of_Visits,Mean_Violations_Per_Visit,Score,Mean_Rank,Mean_Cat,Score_Rank,Score_Cat,Number_Of_Permits,Average_Mean_Violations_Per_Visit,Average_Score,Lat,Lon
DC3013,THE MEDICAL CENTER NURSERY SCHOOL,THE MEDICAL CENTER NURSERY SCHOOL,60 HAVEN AVENUE,MANHATTAN,10032,212-304-7040,3053,2013-04-27,Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,4,2,2,0,4,1.0,2.5,813,Average,1126,Average,1,1.0,2.5,40.8437274,-73.94297569999999
DC2864,THE MONTESSORI  FAMILY SCHOOL OF MANHATTAN,THE MONTESSORI FAMILY SCHOOL OF MANHATTAN,323 EAST 47 STREET,MANHATTAN,10017,212-688-5950,4730,2015-06-02,Permitted,0 YEARS - 2 YEARS,20,No,Private,3,1,1,1,3,1.0,2.0,811,Average,956,Average,1,1.0,2.0,40.7525649,-73.9684912
DC22477,"THE MONTESSORI KIDS OF LIC, INC / PRESCHOOL","THE MONTESSORI KIDS OF LIC, INC",5 COURT SQUARE,QUEENS,11101,347-746-5542,64719,2016-05-19,Permitted,2 YEARS - 5 YEARS,57,No,Private,0,0,0,0,1,0.0,0.0,36,Top 5%,195,Top 5%,1,0.0,0.0,40.7465729,-73.942813
DC2654,THE MONTESSORI SCHOOL OF NEW YORK INTERNATIONAL,THE MONTESSORI SCHOOL OF NEW YORK INTERNATIONAL,347 EAST 55 STREET,MANHATTAN,10022,212-223-4630,5158,2015-03-30,Permitted,2 YEARS - 5 YEARS,40,No,Private,4,0,4,0,3,1.33333,2.66667,1082,Average,1173,Average,1,1.33333,2.66667,40.757468,-73.9643679
DC14688 / DC11950,THE MOTHER HALE LEARNING CENTER / THE MOTHER HALE LEARNING CENTER,"HALE HOUSE CENTER, INC. / HALE HOUSE CENTER, INC.",300 MANHATTAN AVENUE,MANHATTAN,10026,212-665-2834 / 212-665-2834,7516 / 7517,2014-01-30 / 2014-02-28,Expired-InRenewal / Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,12 / 26,No / No,Private / Private,8 / 12,1 / 2,5 / 6,2 / 4,4 / 4,2.0 / 3.0,3.75 / 5.5,1462 / 1853,Bottom 30% / Bottom 30%,1492 / 1846,Bottom 30% / Bottom 15%,3,2.5,4.916666666666667,40.8028169,-73.958281
DC2368,THE NEW BUSY BEE LEARNING CENTER,JM31 CORP,122-01 GUY R BREWER BOULEVARD,QUEENS,11434,718-341-0580,7287,2015-09-12,Permitted,2 YEARS - 5 YEARS,30,No,Private,4,1,3,0,5,0.8,1.8,690,Average,838,Average,1,0.8,1.8,40.679058,-73.779617
DC687,THE NEW FRIENDLY DAY CARE CENTER,THE FRIENDLY BAPTIST CHURCH,1278 NELSON AVENUE,BRONX,10452,718-588-5050,7195,2015-10-25,Permitted,2 YEARS - 5 YEARS,76,No,Private,21,2,11,8,7,3.0,5.14286,1851,Bottom 30%,1787,Bottom 30%,1,3.0,5.14286,40.8396202,-73.9237892
DC14658,"THE NEW YORK DIAGNOSTIC CENTER, INC","DIAGNOSTIC ENTERPRISES, INC.",502  FLATBUSH AVENUE,BROOKLYN,11225,718-363-3261,7653,2015-11-21,Permitted,2 YEARS - 5 YEARS,30,No,Private,10,1,7,2,5,2.0,3.8,1465,Bottom 30%,1494,Bottom 30%,1,2.0,3.8,40.661826,-73.96190790000001
DC14206,THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION,THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION,985 ASTOR AVENUE,BRONX,10469,718-519-7000,5417,2016-06-28,Permitted,2 YEARS - 5 YEARS,167,No,Private,6,1,2,3,3,2.0,3.33333,1490,Bottom 30%,1379,Bottom 30%,1,2.0,3.33333,40.8596992,-73.8594128
DC21073,THE NURTURING ACADEMY  INFANT/TODDLER,THE NURTURING CENTER INC.,112-18 SPRINGFIELD BLVD,QUEENS,11429,718-527-5932,8341,2014-11-17,Permitted,0 YEARS - 2 YEARS,23,No,Private,0,0,0,0,6,0.0,0.0,34,Top 5%,196,Top 5%,1,0.0,0.0,40.704885,-73.740349
DC11944,THE PLAY GROUP EXPERIENCE,"THE PLAY GROUP EXPERIENCE, INC,.",90 BOULDER STREET,STATEN ISLAND,10312,718-967-0494,6539,2016-03-31,Permitted,2 YEARS - 5 YEARS,28,No,Private,10,6,0,4,7,1.42857,3.14286,1153,Average,1322,Bottom 30%,1,1.42857,3.14286,40.546144,-74.197037
DC21811,THE PUERTO RICAN FAMILY INSTITUTE BRONX  HEAD START,THE PUERTO RICAN FAMILY INSTITUTE INC.,1423 PROSPECT AVENUE,BRONX,10459,718-991-5590,8302,2015-05-26,Permitted,2 YEARS - 5 YEARS,163,No,Head Start (Direct Fed. Funding),5,0,2,3,4,1.25,1.75,1013,Average,806,Average,1,1.25,1.75,40.832659,-73.896981
DC1948,THE RAINBOW CAMPUS,"THE RAINBOW CAMPUS, INC.",1110 BERGEN STREET,BROOKLYN,11216,718-774-5652,7068,2015-03-05,Permitted,2 YEARS - 5 YEARS,25,No,Private,7,2,3,2,6,1.16667,2.33333,978,Average,1069,Average,1,1.16667,2.33333,40.676042,-73.9490316
DC14367,"THE RAT'S PLAYHOUSE WORKSHOP, INC.","THE RAT'S PLAYHOUSE WORKSHOP, INC.",835 OCEAN AVENUE,BROOKLYN,11226,718-282-6285,5152,2014-06-28,Expired-InRenewal,2 YEARS - 5 YEARS,30,No,Private,43,6,21,16,9,4.77778,8.44444,2108,Bottom 5%,2095,Bottom 5%,1,4.77778,8.44444,40.642331,-73.959188
DC1364,"THE RICHMONDTOWN CHILDREN'S PRE-SCHOOL,INC.","THE RICHMONDTOWN CHILDREN'S PRE-SCHOOL, INC.",3435 RICHMOND ROAD,STATEN ISLAND,10306,718-987-7623,5256,2014-10-23,Permitted,2 YEARS - 5 YEARS,25,No,Private,17,4,8,5,6,2.83333,5.5,1805,Bottom 30%,1848,Bottom 15%,1,2.83333,5.5,40.573351,-74.135328
DC2664,THE RIVERSIDE CHURCH WEEKDAY SCHOOL,THE RIVERSIDE CHURCH,490 RIVERSIDE DRIVE,MANHATTAN,10027,212-870-6743,1782,2015-07-03,Permitted,2 YEARS - 5 YEARS,145,No,Private,4,1,1,2,3,1.33333,2.33333,1114,Average,1068,Average,1,1.33333,2.33333,40.81183559999999,-73.9630243
DC17224,THE ROCKEFELLER UNIVERSITY CHILD & FAMILY CENTER,THE ROCKEFELLER UNIVERSITY,1230 YORK AVE,MANHATTAN,10065,212-327-7071,7784,2015-06-15,Permitted,2 YEARS - 5 YEARS,66,No,Private,12,2,5,5,4,3.0,5.25,1870,Bottom 30%,1801,Bottom 30%,1,3.0,5.25,40.7629161,-73.9558137
DC14464 / DC2692,THE ROCKEFELLER UNIVERSITY CHILD AND FAMILY CENTER / THE ROCKEFELLER UNIVERSITY CHILD AND FAMILY CENTER,THE ROCKEFELLER UNIVERSITY / THE ROCKEFELLER UNIVERSITY,1230 YORK AVENUE 10065,MANHATTAN,10065,212-327-7073 / 212-327-7071,6211 / 6984,2015-09-05 / 2015-09-05,Permitted / Permitted,0 YEARS - 2 YEARS / 0 YEARS - 2 YEARS,28 / 28,No / No,Private / Private,14 / 4,1 / 1,5 / 1,8 / 2,4 / 3,3.5 / 1.33333,5.25 / 2.33333,1960 / 1087,Bottom 15% / Average,1803 / 1067,Bottom 30% / Average,3,2.416665,3.3055533333333336,40.7629161,-73.9558137
DC11877,THE SALVATION  ARMY TREMONT DAY CARE  CENTER,THE SALVATION ARMY,2121 WASHINGTON AVENUE,BRONX,10457,718-563-1530,7304,2015-05-31,Permitted,2 YEARS - 5 YEARS,81,Yes,ACS Contracted Preschools,10,1,4,5,6,1.66667,2.66667,1319,Average,1181,Average,1,1.66667,2.66667,40.85212,-73.895577
DC2036,THE SALVATION ARMY BEDFORD DAY CARE CENTER,THE SALVATION ARMY,110 KOSCIUSZKO STREET,BROOKLYN,11216,718-552-2691,5695,2016-07-12,Permitted,2 YEARS - 5 YEARS,198,Yes,ACS Contracted Preschools,10,4,4,2,4,2.5,5.5,1701,Bottom 30%,1851,Bottom 15%,1,2.5,5.5,40.6905615,-73.9506164
DC359,THE SALVATION ARMY BRONX DAY CARE CENTER,THE SALVATION ARMY,425 EAST 159TH STREET,BRONX,10451,718-742-2346,3093,2014-10-25,Permitted,2 YEARS - 5 YEARS,45,Yes,ACS Contracted Preschools,0,0,0,0,3,0.0,0.0,33,Top 5%,198,Top 5%,1,0.0,0.0,40.8227957,-73.91336299999999
DC14417,THE SALVATION ARMY BROWNSVILLE DAY CARE CENTER,THE SALVATION ARMY,280 RIVERDALE AVENUE,BROOKLYN,11212,718-345-2488,4121,2015-07-15,Permitted,2 YEARS - 5 YEARS,80,Yes,ACS Contracted Preschools,35,8,18,9,10,3.5,6.9,1961,Bottom 15%,1996,Bottom 15%,1,3.5,6.9,40.66099,-73.906154
DC2032,THE SALVATION ARMY BUSHWICK DAY CARE CENTER,THE SALVATION ARMY INC,1151 BUSHWICK AVENUE,BROOKLYN,11221,718-455-0100,4095,2015-07-28,Permitted,2 YEARS - 5 YEARS,55,Yes,ACS Contracted Preschools,11,2,5,4,5,2.2,4.0,1573,Bottom 30%,1580,Bottom 30%,1,2.2,4.0,40.6893276,-73.9172258
DC24666,"THE SANSONE FOUNDATION, SEEDS OF UNITY DAYCARE","CONGRESS OF ITALIAN AMERICAN ORGANIZATIONS,INC.",5816 13TH AVENUE,BROOKLYN,11219,347-715-6546,53981,2015-11-08,Permitted,2 YEARS - 5 YEARS,20,No,Private,0,0,0,0,1,0.0,0.0,118,Top 5%,199,Top 5%,1,0.0,0.0,40.629748,-73.998014
DC1193,THE SAUL AND CAROLE NURSERY SCHOOL AT THE  J C C  IN  MANHATTAN,"JEWISH COMMUNITY CENTER ON THE UPPER WEST SIDE,INC.",334 AMSTERDAM AVENUE,MANHATTAN,10023,646-505-4400,7040,2015-02-01,Permitted,2 YEARS - 5 YEARS,130,Yes,Private,11,0,4,7,4,2.75,3.75,1791,Bottom 30%,1481,Bottom 30%,1,2.75,3.75,40.781189,-73.9800358
DC1334,THE SHIELD INSTITUTE,"SHIELD OF DAVID, INC.",144-61 ROOSEVELT AVENUE,QUEENS,11354,718-939-8700,5200,2016-02-08,Permitted,2 YEARS - 5 YEARS,162,Yes,Private,0,0,0,0,6,0.0,0.0,32,Top 5%,202,Top 5%,1,0.0,0.0,40.7622297,-73.8198661
DC58,THE SHIELD INSTITUTE  BRONX  EARLY LEARNING CENTER,"THE SHIELD INSTITUTE, INC.",1800 ANDREWS AVENUE,BRONX,10453,718-299-7600,1879,2014-10-27,Permitted,2 YEARS - 5 YEARS,190,Yes,Private,9,2,4,3,3,3.0,5.66667,1825,Bottom 30%,1876,Bottom 15%,1,3.0,5.66667,40.8515469,-73.915365
DC15202,THE STUDIO SCHOOL,THE STUDIO SCHOOL,117 WEST 95TH STREET,MANHATTAN,10025,212-678-2416,7835,2015-12-01,Permitted,2 YEARS - 5 YEARS,51,No,Private,3,1,1,1,3,1.0,2.0,806,Average,891,Average,1,1.0,2.0,40.7926645,-73.96871250000001
DC2682 / DC2828,THE TIME WARNER CHILDREN'S CENTER / THE TIME WARNER  CHILDREN'S CENTER,BRIGHT HORIZONS CHILDREN'S CENTER / BRIGHT HORIZONS CHILDREN'S CENTER,1271 AVENUE OF THE AMERICAS,MANHATTAN,10020,212-767-4123 / 212-767-4123,5817 / 5818,2014-01-31 / 2014-01-31,Expired-InRenewal / Expired-InRenewal,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,6 / 15,No / No,Corporate / Corporate,0 / 0,0 / 0,0 / 0,0 / 0,3 / 3,0.0 / 0.0,0.0 / 0.0,117 / 30,Top 5% / Top 5%,204 / 210,Top 5% / Top 5%,3,0.0,0.0,40.7603188,-73.9801548
DC435,THE TINY TOTS PLAYHOUSE LLC,THE TINY TOTS PLAYHOUSE LLC,243 88 STREET,BROOKLYN,11209,718-745-4509,1284,2014-10-21,Permitted,2 YEARS - 5 YEARS,26,No,Private,2,0,0,2,5,0.4,0.4,448,Top 30%,302,Top 15%,1,0.4,0.4,40.6225669,-74.03289199999999
DC18603,"THE TOTS LOT,INC..","THE TOTS LOT, INC.",133-16 SPRINGFIELD BLVD.,QUEENS,11413,718-949-2100,8038,2015-07-22,Permitted,2 YEARS - 5 YEARS,30,No,Private,6,2,2,2,6,1.0,2.0,803,Average,867,Average,1,1.0,2.0,40.6821907,-73.7518186
DC2395,THE VILLAGE PRE-SCHOOL,LISBETH BRANDEFINE OWNER/OPERATOR,76 ST ALBAN'S PLACE,STATEN ISLAND,10312,718-967-5809,5747,2014-12-26,Permitted,2 YEARS - 5 YEARS,29,No,Private,5,0,2,3,5,1.0,1.4,802,Average,686,Average,1,1.0,1.4,40.5440994,-74.16113709999999
DC14276,THE WASHINGTON MARKET SCHOOL,THE WASHINGTON MARKET SCHOOL,134 DUANE STREET,MANHATTAN,10013,212-406-7271,7297,2015-01-03,Permitted,2 YEARS - 5 YEARS,84,No,Private,5,1,1,3,3,1.66667,2.66667,1280,Average,1174,Average,1,1.66667,2.66667,40.715967,-74.007673
DC2225,THE WASHINGTON MARKET SCHOOL,THE WASHINGTON MARKET SCHOOL,55 HUDSON STREET,MANHATTAN,10013,212-233-2176,5879,2014-08-25,Permitted,2 YEARS - 5 YEARS,143,No,Private,15,2,11,2,3,5.0,10.0,2128,Bottom 5%,2130,Bottom 5%,1,5.0,10.0,40.7177088,-74.0092572
DC24577,THE WILLIAM WOODARD JR. NURSERY SCHOOL,THE WILLIAM WOODARD JR. NURSERY SCHOOL,435 EAST 70TH STREET,MANHATTAN,10021,212-744-6611,53957,2015-11-07,Permitted,2 YEARS - 5 YEARS,45,No,Private,6,1,3,2,1,6.0,11.0,2154,Bottom 5%,2144,Bottom 5%,1,6.0,11.0,40.765871,-73.9550467
DC21940,THE WILLIAMSBURG NURSERY SCHOOL,THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL,54 SOUTH 2ND STREET,BROOKLYN,11249,718-782-4181,23637,2014-10-01,Permitted,2 YEARS - 5 YEARS,64,No,Private,15,4,8,3,5,3.0,6.2,1854,Bottom 30%,1937,Bottom 15%,1,3.0,6.2,40.7142963,-73.96585089999999
DC16831,THE WONDER YEARS PRESCHOOL INC,THE WONDER YEARS PRESCHOOL INC.,381 SEAVER AVENUE,STATEN ISLAND,10305,718-987-7596,7657,2014-10-18,Permitted,2 YEARS - 5 YEARS,49,No,Private,1,0,0,1,5,0.2,0.2,258,Top 15%,235,Top 15%,1,0.2,0.2,40.581341,-74.092314
DC2754,"THE WONDER YEARS PRESCHOOL, INC.",THE WONDER YEARS PRESCHOOL INC.,389 SEAVER AVENUE,STATEN ISLAND,10305,718-987-7596,6501,2016-01-24,Permitted,2 YEARS - 5 YEARS,45,No,Private,1,0,0,1,4,0.25,0.25,344,Top 15%,249,Top 15%,1,0.25,0.25,40.5811552,-74.0922041
DC1508,"THERAPY AND LEARNING CENTER, INC","THERAPY AND LEARNING CENTER, INC.",1723 8 AVENUE,BROOKLYN,11215,718-290-2700,7129,2016-02-04,Permitted,2 YEARS - 5 YEARS,150,No,Private,7,0,3,4,5,1.4,2.0,1136,Average,890,Average,1,1.4,2.0,40.658992,-73.98470999999999
DC14685,THERE IS NO PLACE LIKE HOME,THERE IS NO PLACE LIKE HOME,12-18 154 STREET,QUEENS,11357,718-746-0834,7490,2015-10-19,Permitted,2 YEARS - 5 YEARS,25,No,Private,3,1,0,2,6,0.5,0.833333,484,Top 30%,498,Top 30%,1,0.5,0.833333,40.791024,-73.807701
DC2880,THERESE CERVINI ANNEX HEAD START,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES DIOCESE OF BROOKLYN & QUEENS,35-33 104 STREET,QUEENS,11368,718-478-2169,6532,2014-06-28,Expired-InRenewal,2 YEARS - 5 YEARS,93,No,ACS Head Start,4,1,3,0,5,0.8,1.8,708,Average,846,Average,1,0.8,1.8,40.753967,-73.86351499999999
DC1812,"THESE OUR TREASURES, INC.","THESE OUR TREASURES, INC.",2778 BRUCKNER BOULEVARD,BRONX,10465,718-863-4925,4787,2015-05-26,Permitted,2 YEARS - 5 YEARS,66,No,Private,3,2,0,1,3,1.0,2.33333,798,Average,1070,Average,1,1.0,2.33333,40.8305859,-73.831519
DC25996,THOMAS A. DESTEFANO ECDC,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",300 VERNON AVENUE,BROOKLYN,11206,718-443-2900,54477,2015-11-25,Permitted,2 YEARS - 5 YEARS,55,No,Head Start (Direct Fed. Funding),3,3,0,0,3,1.0,3.0,797,Average,1275,Average,1,1.0,3.0,40.6955854,-73.93888989999999
DC24677,THROGGS NECK EARLY LEARN CENTER,"TREMONT-CROTONA DAY CARE CENTER, INC.",461 SWINTON AVENUE,BRONX,10465,718-822-0172,26177,2014-10-24,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,10,1,4,5,6,1.66667,2.66667,1306,Average,1185,Average,1,1.66667,2.66667,40.82039049999999,-73.8223101
DC16711,THURSDAY'S CHILD,"THURSDAYS CHILD, INC.",348 SEAVIEW AVENUE,STATEN ISLAND,10305,718-980-1700,7863,2016-02-25,Permitted,2 YEARS - 5 YEARS,50,No,Private,0,0,0,0,5,0.0,0.0,197,Top 5%,209,Top 5%,1,0.0,0.0,40.585541,-74.090676
DC22641 / DC19855,"THURSDAY'S CHILD, INC. (I /T) / THURSDAY'S CHILD","THURSDAY'S CHILD, INC. / THURSDAY'S CHILD,INC",7616 13TH AVENUE,BROOKLYN,11228,718-630-5100 / 718-630-5100,17759 / 8131,2016-06-05 / 2016-02-16,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,4 / 46,No / No,Private / Private,0 / 1,0 / 0,0 / 0,0 / 1,4 / 4,0.0 / 0.25,0.0 / 0.25,195 / 313,Top 5% / Top 15%,174 / 248,Top 5% / Top 15%,3,0.125,0.16666666666666666,40.619518,-74.008645
DC25146 / DC22058,TIFERES BNOS / TIFERES BNOS,"CONGREGATION AHAVAS SHULEM D'NADVERNE, INC. / PROJECT SOCIAL CARE HEADSTART, INC.",80 SKILLMAN STREET,BROOKLYN,11205,718-599-2900 / 718-599-2900,44338 / 9241,2015-06-19 / 2015-11-30,Permitted / Permitted,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS,45 / 40,No / No,Private / Head Start (Direct Fed. Funding),8 / 5,3 / 1,3 / 2,2 / 2,4 / 7,2.0 / 0.714286,4.25 / 1.28571,1437 / 636,Bottom 30% / Top 30%,1625 / 643,Bottom 30% / Top 30%,3,1.357143,2.2738066666666668,40.6960798,-73.957415
DC20412 / DC16977,TIMES SQUARE CHURCH INFANT/TODDLER PROGRAM / TIMES SQUARE CHURCH ED. ANNEX,TIMES SQUARE CHURCH / TIMES SQUARE CHURCH ED.ANNEX,1657 BROADWAY,MANHATTAN,10019,212-541-6300 / 212-541-6300,35177 / 32438,2015-03-11 / 2015-02-12,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,16 / 12,No / No,Private / Private,0 / 0,0 / 0,0 / 0,0 / 0,2 / 3,0.0 / 0.0,0.0 / 0.0,192 / 193,Top 5% / Top 5%,173 / 176,Top 5% / Top 5%,3,0.0,0.0,40.76262699999999,-73.983611
DC22439 / DC22438,TINY BUMBLEBEES DAY CARE INFANT/TODDLER / TINY BUMBLEBEES DAY CARE,"TINY BUMBLEBEES, INC. / TINY BUMBLEBEES, INC.",2848 BRIGHTON 7TH STREET,BROOKLYN,11235,718-676-5281 / 718-676-5281,16618 / 16617,2016-05-16 / 2016-05-16,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,17 / 28,No / No,Private / Private,11 / 11,6 / 2,3 / 5,2 / 4,6 / 4,1.83333 / 2.75,4.33333 / 5.0,1379 / 1783,Bottom 30% / Bottom 30%,1630 / 1780,Bottom 30% / Bottom 30%,3,2.291665,4.777776666666667,40.58200799999999,-73.96229199999999
DC18706,TINY FOOTSTEPS CHILD LEARNING CENTER,"TINY FOOTSTEPS ,INC",167-01 UNION  TURNPIKE,QUEENS,11366,718-969-5500,8236,2014-12-13,Permitted,2 YEARS - 5 YEARS,125,No,Private,6,1,0,5,8,0.75,1.0,674,Top 30%,544,Top 30%,1,0.75,1.0,40.7228271,-73.8009359
DC481,"TINY TOTS EXPRESS, INC.",TINY TOTS EXPRESS INC.,3321 AVENUE N,BROOKLYN,11234,718-338-9561,5173,2014-12-30,Permitted,2 YEARS - 5 YEARS,20,No,Private,3,1,0,2,4,0.75,1.25,673,Top 30%,625,Top 30%,1,0.75,1.25,40.6178386,-73.9415324
DC21712 / DC21711,TLE AT NEW YORK-WEST LLC / TLE AT NEW YORK-WEST LLC,THE LEARNING EXPERIENCE / THE LEARNING EXPERIENCE,20 WEST STREET,MANHATTAN,10004,212-797-1110 / 212-797-1110,10577 / 10578,2014-01-03 / 2014-01-03,Expired-InRenewal / Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,127 / 36,No / No,Private / Private,11 / 10,3 / 1,6 / 7,2 / 2,6 / 4,1.83333 / 2.5,3.83333 / 4.75,1382 / 1693,Bottom 30% / Bottom 30%,1508 / 1724,Bottom 30% / Bottom 30%,3,2.166665,4.444443333333333,40.7061688,-74.015767
DC22204,TOMER DEVORA,B'ABOVE WORLD WIDE INSTITUTE INC.,4500 9TH   AVENUE,BROOKLYN,11220,347-402-5734,28277,2014-11-30,Permitted,2 YEARS - 5 YEARS,88,Yes,ACS Contracted Preschools,4,0,3,1,2,2.0,3.5,1445,Bottom 30%,1428,Bottom 30%,1,2.0,3.5,40.6425875,-73.99862619999999
DC379,TOMPKINS CHILDREN'S CENTER,BROOKLYN KINDERGARTEN SOCIETY,730 PARK AVENUE,BROOKLYN,11206,718-782-9140,1998,2014-11-10,Permitted,2 YEARS - 5 YEARS,88,No,ACS Contracted Preschools,26,5,9,12,9,2.88889,5.0,1820,Bottom 30%,1784,Bottom 30%,1,2.88889,5.0,40.6979143,-73.9466049
DC3037 / DC14338,TOMPKINS HALL NURSERY SCHOOL / TOMPKINS HALL NURSERY & CHILDCARE CENTER  INFANT/TODDLER  PROGRAM,TOMPKINS HALL NURSERY SCHOOL / TOMPKINS HALL NURSERY & CHILDCARE CENTER,21 CLAREMONT AVENUE,MANHATTAN,10027,212-666-3340 / 212-856-9601,1818 / 6620,2016-09-28 / 2015-05-15,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,36 / 30,No / No,Private / Private,4 / 5,1 / 0,2 / 4,1 / 1,4 / 4,1.0 / 1.25,2.0 / 2.25,788 / 1046,Average / Average,879 / 1036,Average / Average,3,1.125,2.1666666666666665,40.809311,-73.964613
DC802,TOP SCHOLAR,TOP SCHOLAR ACADEMY INC.,2175 EAST 22ND STREET,BROOKLYN,11229,718-368-0410,7128,2014-11-15,Permitted,2 YEARS - 5 YEARS,61,No,Private,11,1,5,5,4,2.75,4.5,1781,Bottom 30%,1661,Bottom 30%,1,2.75,4.5,40.598184,-73.948892
DC1199,"TOWERS PLAY-N-LEARN, INC.",TOWERS PLAY-N-LEARN INC.,60-10 47 AVENUE,QUEENS,11377,718-478-3885,6677,2015-01-10,Permitted,2 YEARS - 5 YEARS,18,No,Private,2,1,0,1,5,0.4,0.8,445,Top 30%,489,Top 30%,1,0.4,0.8,40.7398886,-73.9043559
DC10869,TOWN HOUSE INTERNATIONAL SCHOOL,TOWN HOUSE INTERNATIONAL SCHOOL,1209 PARK AVENUE,MANHATTAN,10128,212-427-6930,4414,2014-08-22,Permitted,2 YEARS - 5 YEARS,47,No,Private,6,0,2,4,4,1.5,2.0,1206,Average,876,Average,1,1.5,2.0,40.7854482,-73.9529396
DC1653,TRABAJAMOS COMMUNITY  HEAD START,TRABAJAMOS COMMUNITY HEAD START,2260 CROTONA AVENUE,BRONX,10457,718-933-5560,7273,2014-07-26,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,6,1,2,3,4,1.5,2.5,1205,Average,1109,Average,1,1.5,2.5,40.851087,-73.88448199999999
DC10580,TRABAJAMOS COMMUNITY HEAD START,TRABAJAMOS COMMUNITY HEAD START,1905 MORRIS AVENUE,BRONX,10453,718-294-4333,4779,2015-07-18,Permitted,2 YEARS - 5 YEARS,56,No,ACS Contracted Preschools,2,1,0,1,5,0.4,0.8,431,Top 30%,490,Top 30%,1,0.4,0.8,40.8499841,-73.9079149
DC23187,TRABAJAMOS COMMUNITY HEAD START,TRABAJAMOS COMMUNITY HEAD START INC.,1997 BATHGATE AVENUE,BRONX,10457,917-259-7081,26717,2014-10-31,Permitted,2 YEARS - 5 YEARS,205,No,ACS Contracted Preschools,23,2,10,11,7,3.28571,5.28571,1924,Bottom 15%,1814,Bottom 30%,1,3.28571,5.28571,40.849267,-73.89609899999999
DC24746,TRABAJAMOS COMMUNITY HEAD START,"TRABAJAMOS COMMUNITY HEAD START, INC.",2167 UNIVERSITY AVENUE,BRONX,10453,917-962-9720,26817,2014-11-02,Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,1,0,0,1,4,0.25,0.25,338,Top 15%,254,Top 15%,1,0.25,0.25,40.8570359,-73.90979109999999
DC208,TRABAJAMOS COMMUNITY HEAD START,"TRABAJAMOS COMMUNITY HEAD START, INC.",940 EAST 156 STREET,BRONX,10455,718-893-1512,2151,2014-10-03,Permitted,2 YEARS - 5 YEARS,30,No,ACS Contracted Preschools,9,1,3,5,4,2.25,3.5,1611,Bottom 30%,1419,Bottom 30%,1,2.25,3.5,40.816306,-73.900466
DC12361,TRADITIONAL CCS MONTESSORI CENTER,Y.S.L COMMUNITY CORP.,165-21 BAISLEY BOULEVARD,QUEENS,11434,718-949-4890,6372,2014-05-31,Expired-InRenewal,2 YEARS - 5 YEARS,10,No,Private,1,0,1,0,5,0.2,0.4,264,Top 15%,308,Top 15%,1,0.2,0.4,40.6794732,-73.77784059999999
DC14120,"TRADITIONAL DAY CARE CENTER, INC.","TRADITIONAL DAY CARE, INC.",1112 WINTHROP STREET,BROOKLYN,11212,718-346-5777,6563,2014-07-20,Permitted,2 YEARS - 5 YEARS,59,No,Private,13,4,7,2,6,2.16667,4.66667,1555,Bottom 30%,1702,Bottom 30%,1,2.16667,4.66667,40.661817,-73.92285000000001
DC19662 / DC23025,TRADITIONAL EDUCATIONAL CENTER I/T PROGRAM / TRADITIONAL EDUCATIONAL CENTER,"TRADITIONAL EDUCATIONAL CENTER, INC. / TRADITIONAL EDUCATIONAL CENTER,INC.",1469 BROADWAY,BROOKLYN,11221,718-443-2577 / 718-443-2577,8017 / 55658,2015-05-12 / 2016-01-02,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,173 / 36,No / No,Private / Private,19 / 1,3 / 0,12 / 1,4 / 0,9 / 2,2.11111 / 0.5,4.11111 / 1.0,1536 / 492,Bottom 30% / Top 30%,1584 / 539,Bottom 30% / Top 30%,3,1.305555,2.037036666666667,40.6877923,-73.9185983
DC18573,TREASURE ISLAND,TREASURE ISLAND INC.,347 74TH STREET,BROOKLYN,11209,718-238-7676,7917,2014-09-09,Permitted,2 YEARS - 5 YEARS,77,No,Private,6,0,3,3,4,1.5,2.25,1202,Average,1032,Average,1,1.5,2.25,40.6318628,-74.0262259
