Site ID,Visit Date,Visit Type,Summary
DC20592,07/11/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC20592,12/18/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC20592,08/22/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC20592,02/19/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC20592,02/19/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC20592,02/13/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC20592,01/16/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC20592,01/04/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC20592,06/11/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC20592,05/04/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC20591,07/11/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection child care service unable to document that all children enrolled have had age appropriate immunizations unless a child is exempt.
DC20591,12/18/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC20591,11/22/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC20591,02/13/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC20591,02/13/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC20591,01/16/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC20591,07/11/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC20591,06/11/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC20591,05/04/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC20591,02/23/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC20591,08/03/2011,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC14370,03/20/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC14370,10/02/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC14370,08/07/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC14370,04/03/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC14370,10/16/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC14370,07/12/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC14370,03/07/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22018,07/08/2014,PUBLIC HEALTH SANITATION INSPECTION,Exits and other egress not provided with required signage at time of inspection.
DC22018,06/20/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22018,06/18/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22018,06/18/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22018,06/05/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Notice of Violation - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required.  A Notice of Violation was served to the child care service that may result in fines."
DC22018,05/22/2014,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC22018,12/20/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22018,11/19/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC22018,10/09/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22018,01/29/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC22018,01/24/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC22018,12/12/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22018,07/06/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC22031,07/08/2014,PUBLIC HEALTH SANITATION INSPECTION,Safe sleep environment not provided in infant toddler service; safe sleep environment does not comply with US CPSC and ASTM standards.
DC22031,06/20/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22031,06/18/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC22031,06/05/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11641,05/28/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC11641,04/02/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11641,11/12/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC11641,10/16/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11641,12/17/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11641,11/27/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11641,11/27/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11641,10/17/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC11641,03/20/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11641,02/16/2012,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC11641,12/07/2011,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC374,11/20/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Education Director or equivalent was not present at the time of inspection to supervise children/staff in an infant/toddler program.
DC374,10/16/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC374,12/05/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC374,06/08/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC374,12/14/2011,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC374,10/20/2011,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1585,05/28/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1585,04/02/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC1585,10/16/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC1585,03/27/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC1585,12/17/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1585,11/27/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC1585,10/17/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC1585,03/20/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC1585,12/07/2011,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1829,11/14/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.
DC1829,05/02/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1829,02/01/2013,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC1829,06/11/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC1829,05/16/2012,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC1829,04/24/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1829,04/03/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC19160,02/04/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC19160,01/09/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC19160,10/23/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC19160,02/27/2013,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC19160,01/24/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC19160,07/05/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC19160,06/14/2012,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC19160,04/13/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Notice of Violation - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required.  A Notice of Violation was served to the child care service that may result in fines."
DC19160,02/23/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC19160,01/20/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Notice of Violation - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required.  A Notice of Violation was served to the child care service that may result in fines."
DC19160,10/20/2011,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC19160,08/10/2011,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2721,03/20/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2721,03/19/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC2721,01/24/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC2721,09/12/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2721,02/05/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC2721,09/18/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC2721,03/22/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC2721,02/14/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC375,05/15/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC375,05/01/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC375,04/02/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC375,03/18/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC375,11/13/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC375,11/13/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC375,10/09/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC375,04/24/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC375,03/21/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC375,03/06/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC375,03/02/2012,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC375,01/25/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC375,07/26/2011,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC17361,10/29/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC17361,03/06/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC17361,10/18/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC17361,02/28/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC17361,02/16/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC17156,10/29/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC17156,03/06/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC17156,10/18/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC17156,02/28/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC17156,02/16/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC10682,03/12/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC10682,12/10/2013,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC10682,05/31/2013,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC10682,02/22/2013,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC10682,02/20/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC10682,01/23/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC10682,12/19/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC10682,05/09/2012,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC10682,04/13/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC10682,04/05/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC376,03/12/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC376,03/07/2014,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC376,09/05/2013,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC376,08/20/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC376,02/20/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC376,12/05/2012,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC376,04/13/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC376,03/09/2012,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC376,01/19/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC376,10/03/2011,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC23000,03/26/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.
DC23000,01/30/2014,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC23000,02/13/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC23000,01/08/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11019,01/09/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC11019,01/07/2014,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC11019,05/30/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11019,06/27/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Notice of Violation - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required.  A Notice of Violation was served to the child care service that may result in fines."
DC11019,04/05/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11019,10/14/2011,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC21212,02/06/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC21212,01/16/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC21212,12/19/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC21212,05/22/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC21212,02/20/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC21212,03/05/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC11833,07/11/2014,PUBLIC HEALTH SANITATION INSPECTION,Individual certified in food protection not on site during periods of food preparation.
DC11833,06/16/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11833,03/19/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC11833,03/13/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11833,11/20/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11833,04/23/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11833,04/17/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11833,10/15/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11833,04/03/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Notice of Violation - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required.  A Notice of Violation was served to the child care service that may result in fines."
