Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Total Maximum Capacity,Lat,Lon
SUNFLOWER PLAYHOUSE,SUNFLOWER PLAYHOUSE CORP,787A WASHINGTON AVENUE,BROOKLYN,11238,718-623-2900,8230,01/03/2015,  Permitted,2 YEARS - 5 YEARS,29,No,Private,29,40.673053,-73.96249499999999
SUNFLOWER PLAYHOUSE  2,SUNFLOWER PLAYHOUSE CORP,33 7TH   AVENUE,BROOKLYN,11217,718-638-0212,8221,10/08/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.676538,-73.973708
SUNNY SKIES PRESCHOOL,SUNNY SKIES PRESCHOOL,112 Ridge Street,MANHATTAN,10002,212-472-4665,51301,09/05/2015,  Permitted,2 YEARS - 5 YEARS,87,No,Private,87,40.7188545,-73.9830585
SUNNY SKIES PRESCHOOL,SUNNY SKIES DC CORP,2585 CONEY ISLAND AVENUE,BROOKLYN,11223,718-438-7040,8358,08/08/2015,  Permitted,2 YEARS - 5 YEARS,57,No,Private,57,40.593612,-73.96046299999999
SUNNY SKIES PROSPECT,MARGARYCEL NUNEZ,720 WASHINGTON AVENUE,BROOKLYN,11238,718-372-4665,57357,02/21/2016,  Permitted,2 YEARS - 5 YEARS,114,No,Private,114,40.676201,-73.96384499999999
SUNNYSIDE UP UPK PROGRAM,SUNNYSIDE COMMUNITY SERVICES INC,43-31 39 STREET,QUEENS,11104,718-784-6173,51958,09/13/2015,  Permitted,2 YEARS - 5 YEARS,36,No,Private,36,40.7450411,-73.92564709999999
SUNSET PARK CHILDRENS SCHOOL PRESCHOOL ,SUNSET PARK CHILDRENS SCHOOL INC,4616 4 AVENUE,BROOKLYN,11220,718-439-3323,5025,05/04/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.648481,-74.0108727
SUNSET PARK CHILDRENS SCHOOL INC I/T,SUNSET PARK CHILDRENS SCHOOL INC,4616 4TH AVENUE,BROOKLYN,11220,718-439-3323,5282,08/18/2014,  Permitted,0 YEARS - 2 YEARS,18,No,Private,18,40.648481,-74.0108727
SUNSET PARK EARLY CHILDHOOD DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,5902 6TH AVENUE,BROOKLYN,11220,718-768-1012,19137,07/18/2014,  Permitted,2 YEARS - 5 YEARS,98,No,ACS Contracted Preschools,98,40.63872050000001,-74.0133967
SUNSHINE DAY CARE / SUNSHINE DAY CARE,SUNSHINE DAYCARE  OF EAST HARLEM L L C / SUNSHINE DAY CARE OF EAST HARLEM L L C,1330 5TH AVENUE,MANHATTAN,10026,212-444-1177 / 212-444-1177,8304 / 8303,06/06/2015 / 06/06/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,48 / 47,Yes / Yes,Private / Private,95,40.7978934,-73.9487856
SUNSHINE DAYCARE / SUNSHINE DAY CARE,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C / SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C,1564 ST PETERS AVENUE,BRONX,10461,718-989-9801 / 718-989-9801,8255 / 8254,02/01/2015 / 02/01/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,18 / 53,No / No,Private / Private,71,40.840757,-73.847358
SUNSHINE DAY CARE / SUNSHINE DAY CARE,SUNSHINE CHILDRENS DAYCARE LLC / SUNSHINE CHILDRENS DAYCARE LLC,2929 WEST 31ST STREET,BROOKLYN,11224,718-996-7200 / 718-996-7200,7959 / 7320,11/21/2014 / 12/20/2014,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,28 / 53,No / No,Private / Private,81,40.573178,-73.9968676
SUNSHINE DAY CARE / SUNSHINE DAY CARE,SUNSHINE DAY CARE OF MOTT HAVEN / SUNSHINE DAY CARE OF MOTT HAVEN,416 WILLIS AVENUE,BRONX,10454,718-989-9804 / 718-989-9804,9518 / 9517,12/06/2015 / 12/05/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,36 / 90,No / No,Private / Private,126,40.813127,-73.919477
SUNSHINE DAY CARE CENTER,SUNSHINE DAY CARE CENTER INC,34-57 FRANCIS LEWIS BLVD,QUEENS,11358,718-353-1800,10441,12/29/2015,  Permitted,2 YEARS - 5 YEARS,35,No,Private,35,40.7647401,-73.788509
SUNSHINE SCHOOL / SUNSHINE DEVELOPMENTAL SCHOOL,SUNSHINE SCHOOLLLC / SUNSHINE DEVELOPMENTAL  SCHOOL,91-10 146 STREET,QUEENS,11435,718-468-9000 / 718-468-9000,7426 / 7441,09/08/2015 / 09/08/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS,122 / 188,No / No,Private / Private,310,40.700684,-73.809128
SUNSHINE INFANT  TODDLER PROGRAM,CHARLES  CHARLES NY INC,1277 STERLING PLACE,BROOKLYN,11213,718-363-2033,7597,06/27/2015,  Permitted,0 YEARS - 2 YEARS,21,No,Private,21,40.671959,-73.936114
SUNSHINE LEARNING CENTERINC / SUNSHINE LEARNING CENTER PRESCHOOL,SUNSHINE LEARNING CENTERINC / SUNSHINE LEARNING CENTER PRESCHOOL,201-06  LINDEN BLVD,QUEENS,11412,718-525-2154 / 718-525-1945,7994 / 8040,01/28/2015 / 09/02/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,10 / 48,Yes / Yes,Private / Private,58,40.694646,-73.7514746
SUNSHINE LEARNING CENTER INC,SUNSHINE LEARNING CENTERINC,201-02 LINDEN BOULEVARD,QUEENS,11412,718-525-1945,6719,01/25/2016,  Permitted,2 YEARS - 5 YEARS,69,Yes,Private,69,40.6946155,-73.7515836
SUNSHINE NURSERY AND DAY CARE CENTER / SUNSHINE NURSERY  DAY CARE CENTER - INFANT,CNNA INC / CNNA INC,576 GATES AVENUE,BROOKLYN,11221,718-452-9740 / 718-452-9740,7333 / 7506,01/08/2015 / 12/10/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,65 / 28,No / No,Private / Private,93,40.687043,-73.94221019999999
SUNSHINE NURSERY AND DAY CARE CENTER   I/T / SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC / CNNA INC,580 GATES AVENUE,BROOKLYN,11221,718-452-9740 / 718-452-9740,8203 / 27797,07/02/2014 / 11/26/2014,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,17 / 26,No / No,Private / Private,43,40.686828,-73.9423683
SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC,580A GATES AVENUE,BROOKLYN,11221,718-452-9740,8395,08/23/2015,  Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.686836,-73.9423023
SUPERIOR DAY CARE CENTER /PRESCHOOL,SUPERIOR DAY CARE CENTER INC,1741 BROADWAY,BROOKLYN,11207,718-975-4904,18777,07/09/2014,  Permitted,2 YEARS - 5 YEARS,75,No,Private,75,40.6830335,-73.91054919999999
SUSAN E WAGNER DAY SCHOOL / SUSAN E WAGNER DAY SCHOOL,NORTHEAST BRONX DAY CARE CENTER INC / NORTHEAST BRONX DAY CARE CENTERINC,4102 WHITE PLAINS ROAD,BRONX,10466,718-547-0501 / 718-547-0501,6661 / 6622,08/25/2015 / 01/11/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,8 / 184,Yes / Yes,Private / Private,192,40.890751,-73.8588115
SUSAN E WAGNER DAY CARE CENTER,NORTHEAST BRONX DAY CARE CENTER INC,1140 EAST 229TH STREET,BRONX,10466,718-547-1735,4142,04/03/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,115,Yes,ACS Contracted Preschools,115,40.8864919,-73.8459724
SUSAN E WAGNER DAY SCHOOL,NORTHEAST BRONX DAY CARE CENTER INC,5401 POST ROAD,BRONX,10471,718-601-5401,6833,08/11/2014,  Permitted,2 YEARS - 5 YEARS,194,Yes,Private,194,40.9011625,-73.8979037
SUSAN WAGNER VICTORY,NORTHEAST BRONX DAY CARE CENTERINC,3440 WHITE PLAINS RD,BRONX,10467,718-655-5500,7972,12/01/2014,  Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Contracted Preschools,60,40.8763278,-73.8667622
SWEET ANGELS NURSERY SCHOOL,SWEET ANGELS NURSERY SCHOOL,27-11 BAYSIDE LANE,QUEENS,11358,718-445-7305,6785,03/29/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,29,No,Private,29,40.7721328,-73.8002176
SYLVIA KLEIN CHILD CARE CENTER,COLONY-SOUTH BROOKLYN HOUSES INC,720 EUCLID AVENUE,BROOKLYN,11208,718-647-2274,375,08/17/2015,  Permitted,2 YEARS - 5 YEARS,50,No,ACS Contracted Preschools,50,40.6693881,-73.8704719
TR LITTLE PEOPLE / TR LITTLE PEOPLE,TR LITTLE PEOPLE LTD / TR LITTLE PEOPLE LTD,127 EAST 90TH STREET,MANHATTAN,10128,212-860-8118 / 212-860-8116,7795 / 7794,08/27/2015 / 08/28/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,8 / 8,No / No,Private / Private,16,40.782385,-73.9539099
TABERNACLE DAY CARE CENTER INFANT/TODDLER / TABERNACLE CHURCH OF GOD DAY CARE CENTER,TABERNACLE CHURCH OF GOD INC / TABERNACLE CHURCH OF GOD INC,34-52 KOSCIUSZKO STREET,BROOKLYN,11205,718-638-3209 / 718-638-3209,4256 / 4267,11/11/2015 / 05/04/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,56 / 184,No / No,ACS Contracted Preschools / ACS Contracted Preschools,240,40.689996,-73.95353759999999
TALMUD TORAH OHR MOSHE,TALMUD TORAH OHR MOSHE,1774 58TH STREET,BROOKLYN,11204,718-234-6100,25837,10/22/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.6234102,-73.98650409999999
TANGLEWOOD MONTESSORI SCHOOL,TANGLEWOOD MONTESSORI CORP,15 TANGLEWOOD DRIVE,STATEN ISLAND,10308,718-967-2424,4933,07/21/2014,  Permitted,2 YEARS - 5 YEARS,84,No,Private,84,40.567288,-74.151684
TARYAG NURSERY,CONGREGATION 613,2294 NOSTRAND AVENUE,BROOKLYN,11210,718-989-9681,14958,04/16/2014,  Permitted,2 YEARS - 5 YEARS,90,No,Private,90,40.628666,-73.947576
TEACH N LEARN CHILD CARE CENTER,JOSETTE CROMARTIE,175 MOORE STREET,BROOKLYN,11206,718-381-3831,31037,01/18/2015,  Permitted,2 YEARS - 5 YEARS,59,No,Private,59,40.704257,-73.937996
TEACHING LEARNING AND CARING / TEACHING LEARNING  CARING DAY CARE,MAGIC RAINBOW INC / MAGIC RAINBOW INC,212-43 JAMAICA AVENUE,QUEENS,11428,718-740-6750 / 718-740-6750,7403 / 6830,05/23/2015 / 03/29/2016,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,10 / 28,No / No,Private / Private,38,40.7160377,-73.745531
TEMPLE EMANU-EL NURSERY SCHOOL,CONGREGATION EMANU-EL OF THE CITY OF NY,10 EAST 66 STREET,MANHATTAN,10065,212-744-1400,2003,05/18/2014,  Permitted,2 YEARS - 5 YEARS,115,No,Private,115,40.7682467,-73.968909
TEMPLE ISRAEL EARLY CHILDHOOD LEARNING CENTER,TEMPLE ISRAEL OF THE CITY OF NEW YORK,112 EAST 75 STREET,MANHATTAN,10021,212-249-5000,2171,07/27/2015,  Permitted,2 YEARS - 5 YEARS,75,No,Private,75,40.772565,-73.96184699999999
TEMPLE SHAARAY TEFILA NURSERY SCHOOL,TEMPLE SHAARAY TEFILA NURSERY SCHOOL,250 EAST 79 STREET,MANHATTAN,10075,212-535-2146,5891,09/15/2014,  Permitted,2 YEARS - 5 YEARS,139,No,Private,139,40.7733213,-73.9555297
TENDER CARE ON THE MOUNT,MISSION OF THE IMMACULATE VIRGIN FOR THE PROTECTION OF HOMELESS AND DESTITUTE CHILDREN,6581 HYLAN BOULEVARD,STATEN ISLAND,10309,718-317-2849,5659,09/14/2014,  Permitted,2 YEARS - 5 YEARS,73,No,Private,73,40.51030919999999,-74.21976839999999
TENDER TOTS,TENDER TOTS 137 STREET LLC,531-535 EAST 137TH STREET,BRONX,10454,718-215-4125,44279,06/19/2015,  Permitted,2 YEARS - 5 YEARS,67,No,Corporate,67,40.806638,-73.91890599999999
TENDER TOTS CHILD CARE CENTER / TENDER TOTS CHILD CARE CENTER,TENDER TOTS DECATUR LLC / TENDER TOTS DECATUR L L C,3322 DECATUR AVENUE,BRONX,10467,718-324-1052 / 718-324-1052,9937 / 9958,12/14/2015 / 12/14/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,35 / 95,No / No,Private / Private,130,40.876924,-73.8729029
TENDER TOTS CHILD CARE CENTER,TENDER TOTS 137 STREET LLC,531-535 EAST 137 STREET,BRONX,10454,718-215-4125,44297,06/19/2015,  Permitted,0 YEARS - 2 YEARS,28,No,Private,28,40.806638,-73.91890599999999
TENDER YEARS CHILDCARE INC / TENDER YEAR CHILDCARE INC,TENDER YEARS CHILDCARE INC / TENDER YEARS CHILDCARE INC,3141 EAST TREMONT AVENUE,BRONX,10461,718-829-3067 / 718-829-3067,6367 / 7231,12/31/2014 / 05/06/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,14 / 16,No / No,Private / Private,30,40.8379576,-73.8345764
TENDER YEARS DAY CARE,CHER INC,199-15 LINDEN BOULEVARD,QUEENS,11412,718-481-8687,6446,09/06/2015,  Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.694308,-73.75279359999999
TEREMOK V,TEREMOK V CORP,448 NEPTUNE AVENUE,BROOKLYN,11224,718-743-9009,7451,08/17/2015,  Permitted,2 YEARS - 5 YEARS,38,No,Private,38,40.5792669,-73.9707419
THE  MONTESSORI AT FLATIRON,THE MONTESSORI SCHOOL LLC,3-7 WEST 22ND STREET,MANHATTAN,10010,212-633-0600,52617,09/30/2015,  Permitted,2 YEARS - 5 YEARS,62,No,Private,62,40.7412568,-73.9905526
THE  PARK PRESCHOOL  LTD,THE PARK PRESCHOOL LTD,275 GREENWICH STREET,MANHATTAN,10007,212-571-6191,6013,03/05/2015,  Permitted,2 YEARS - 5 YEARS,44,Yes,Private,44,40.7151804,-74.01099169999999
THE ACORN SCHOOL,THE ACORN SCHOOL,330 EAST 26 STREET,MANHATTAN,10010,212-684-0230,2160,02/22/2016,  Permitted,2 YEARS - 5 YEARS,68,No,Private,68,40.7392516,-73.9783083
THE BARCLAY STREET SCHOOL LTD,THE BARCLAY STREET SCHOOL LTD,6-10 BARCLAY ST,MANHATTAN,10007,212-571-2715,7945,09/12/2014,  Permitted,2 YEARS - 5 YEARS,42,No,Private,42,40.7122637,-74.0091405
THE BRICK CHURCH SCHOOL,BRICK CHURCH SCHOOL,62 EAST 92 STREET,MANHATTAN,10128,212-289-5683,411,07/25/2014,  Permitted,2 YEARS - 5 YEARS,149,Yes,Private,149,40.7841042,-73.9551888
THE BROWNSTONE SCHOOL AND DAY CARE,THE BROWNSTONE SCHOOL AND DAY CARE CENTER,128 WEST 80 STREET,MANHATTAN,10024,212-874-1341,4323,04/26/2014,  Permitted,2 YEARS - 5 YEARS,84,No,Private,84,40.7829918,-73.9764294
THE CHILD CENTER OF NEW YORK,THE CHILD CENTER  OF NEW YORK,60-02 ROOSEVELT AVENUE,QUEENS,11377,718-943-2800,7766,06/08/2015,  Permitted,2 YEARS - 5 YEARS,85,Yes,ACS Head Start,85,40.74525999999999,-73.9042599
THE CHILD CENTER OF NEW YORK / AKA 41-61 KESSINA BLVD,THE CHILD CENTER OF NEW YORK INC,140-15 SANFORD AVENUE,QUEENS,11355,347-506-0832,8193,07/02/2014,  Permitted,2 YEARS - 5 YEARS,36,No,Head Start Direct Fed Funding,36,40.7575327,-73.82666499999999
THE CHILD DEVELOPMENT CENTER OF THE MOSHOLU MONTEFIORE COMMUNITY CENTER,MOSHOLU MONTEFIORE COMMUNITY CENTERINC,3450 DEKALB AVE,BRONX,10467,718-654-0563,5555,08/03/2015,  Permitted,0 YEARS - 2 YEARS,8,No,ACS Contracted Preschools,8,40.8819332,-73.8804942
THE CHILD STUDY CENTER OF NEW YORK INC,THE CHILD STUDY CENTER OF NEW YORK INC,167-171 CLERMONT AVENUE,BROOKLYN,11205,718-854-3710,6025,07/01/2015,  Permitted,2 YEARS - 5 YEARS,90,No,Private,90,40.6924576,-73.97031430000001
THE CHILD STUDY CENTER OF NEW YORK/BEST FRIENDS DAYCARE,THE CHILD STUDY CENTER OF NEW YORK /BEST FRIENDS DAYCARE,285 CLOVE ROAD,STATEN ISLAND,10310,718-442-8588,5102,04/25/2015,  Permitted,2 YEARS - 5 YEARS,121,No,Private,121,40.6332358,-74.1257682
THE CHILDRENS AID SOCIETY,THE CHILDRENS AID SOCIETY,14-32 WEST 118TH STREET,MANHATTAN,10026,212-949-4931,48997,07/29/2015,  Permitted,2 YEARS - 5 YEARS,40,No,ACS Contracted Preschools,40,40.8023809,-73.9468303
THE CHILDRENS AID SOCIETY,THE CHILDRENS AID SOCIETY INC,1919 PROSPECT AVENUE,BRONX,10457,347-821-4222,25017,10/15/2014,  Permitted,2 YEARS - 5 YEARS,54,Yes,ACS Contracted Preschools,54,40.8434011,-73.8898784
THE CHILDRENS AID SOCIETY,THE CHILDRENS AID SOCIETY,433 EAST 100TH STREET,MANHATTAN,10029,212-627-7449,26378,10/25/2014,  Permitted,2 YEARS - 5 YEARS,70,Yes,ACS Contracted Preschools,70,40.7850936,-73.9410864
THE CHILDRENS AID SOCIETY,THE CHILDRENS AID SOCIETY,93 NAGLE AVENUE,MANHATTAN,10040,212-544-0221,26597,10/26/2014,  Permitted,2 YEARS - 5 YEARS,65,Yes,ACS Contracted Preschools,65,40.8601744,-73.9277953
THE CHILDRENS AID SOCIETY - PS 5  HEAD START,THE CHILDRENS AID SOCIETY,3703 10 AVENUE,MANHATTAN,10034,212-567-5787,6146,01/24/2015,  Permitted,2 YEARS - 5 YEARS,72,Yes,ACS Head Start,72,40.8591641,-73.9227366
THE CHILDRENS AID SOCIETY- FREDERICK DOUGLAS HEAD START,THE CHILDRENS AID SOCIETY,885 COLUMBUS AVENUE,MANHATTAN,10025,212-865-6337,2097,06/28/2014,  Permitted,2 YEARS - 5 YEARS,69,Yes,ACS Head Start,69,40.7974566,-73.9637255
THE CHILDRENS AID SOCIETY- PS 8 HEAD START,THE CHILDRENS AID SOCIETY,465 WEST 167 STREET,MANHATTAN,10032,212-740-8655,6926,02/15/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,55,Yes,Head Start Direct Fed Funding,55,40.8393844,-73.93678349999999
THE CHILDRENS CENTER / THE CHILDRENS CENTER,THE CHILDRENS CENTER OF THE COLLEGE OF STATEN ISLAND ASSOCIATION INC PRESCHOOL / THE COLLEGE OF STATEN ISLAND ASSOCIATION INC,2800 VICTORY BOULEVARD,STATEN ISLAND,10314,718-982-3190 / 718-982-3190,6174 / 6175,05/02/2014 / 06/18/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,75 / 18,No / No,Private / Private,93,40.6085521,-74.1538332
THE CHILDRENS CENTER  AT GOLDMAN SACHS AT 200 WEST / THE CHILDRENS CENTER  AT GOLDMAN SACHS AT 200 WEST,BRIGHT HORIZONS CHILDRENS CENTER INC / BRIGHT HORIZONS CHILDRENS CENTER INC,200 WEST STREET,MANHATTAN,10282,212-357-5370 / 212-357-5370,8102 / 8103,11/13/2015 / 11/13/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,26 / 15,No / No,Private / Private,41,40.7148476,-74.0142077
THE CHILDRENS CENTER  SUNY BROOKLYN - P/S / THE CHILDRENS CENTER  SUNY BROOKLYN - I/T,THE CHILDRENS CENTER AT SUNY BROOKLYN INC / THE CHILDRENS CENTER  SUNY BROOKLYN INC - I/T,440 LENOX ROAD,BROOKLYN,11203,718-221-6160 / 718-221-6160,5743 / 5734,07/05/2015 / 08/31/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,42 / 18,No / No,Private / Private,60,40.654103,-73.944622
THE CHILDRENS CENTER FOR EARLY LEARNING,THE CHILDRENS CENTER FOR EARLY LEARNINGINC,83 MARLBOROUGH ROAD,BROOKLYN,11226,718-284-3110,6227,05/21/2014,  Permitted,2 YEARS - 5 YEARS,88,No,Private,88,40.648211,-73.965457
THE CHILDRENS GARDEN AT GENERAL THEOLOGICAL SEMINARY / THE CHILDRENS GARDEN,THE GENERAL THEOLOGICAL SEMINARY / THE GENERAL THEOLOGICAL SEMINARY,440 WEST 21 STREET,MANHATTAN,10011,212-924-9266 / 212-924-9266,6798 / 6797,05/15/2014 / 06/30/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,14 / 8,No / No,Private / Private,22,40.7457463,-74.0039163
THE CHILDRENS GARDEN SCHOOL,GENERAL THEOLOGICAL SEMINARY INC,422 WEST 20TH STREET,MANHATTAN,10011,212-243-5920,45737,06/28/2015,  Permitted,2 YEARS - 5 YEARS,15,No,Private,15,40.744918,-74.0040269
THE CHILDRENS LEARNING CENTER AT HUNTER COLLEGE,THE CHILDRENS LEARNING CENTER AT HUNTER COLLEGE INC,695 PARK AVENUE,MANHATTAN,10065,212-772-4066,5145,11/03/2015,  Permitted,2 YEARS - 5 YEARS,50,No,Private,50,40.7687114,-73.9647683
THE CHILDRENS PLAYHOUSE INCORPORATED / THE CHILDRENS PLAYHOUSE  INCORPORATED-  I/T,THE CHILDRENS PLAYHOUSE INCORPORATED / THE CHILDRENS PLAYHOUSE INCORPORATED,85 MONAHAN AVENUE,STATEN ISLAND,10314,718-761-0129 / 718-761-0129,5196 / 5410,08/05/2015 / 06/30/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,75 / 18,No / No,Private / Private,93,40.588688,-74.149384
THE CHILDRENS PLAYHOUSE INC,THE CHILDRENS PLAYHOUSE INC,950 ROCKLAND AVENUE,STATEN ISLAND,10314,718-761-0129,26240,10/24/2014,  Permitted,2 YEARS - 5 YEARS,12,No,Private,12,40.588879,-74.14925
THE CHRISTIAN LEARNING CENTER,CHRISTIAN LEARNING CENTER DAY CARE INC,444 EAST 45 STREET,BROOKLYN,11203,718-287-5149,5061,12/15/2014,  Permitted,2 YEARS - 5 YEARS,64,No,Private,64,40.65077,-73.93542099999999
THE CHURCH OF THE EPIPHANY DAY SCHOOL,THE CHURCH OF THE EPIPHANY,1393 YORK AVENUE,MANHATTAN,10021,212-737-2720,7378,05/02/2015,  Permitted,2 YEARS - 5 YEARS,75,No,Private,75,40.768506,-73.952996
THE CITIGROUP CHILDRENS CENTER  AT 399 PARK / THE CITIGROUP CHILDRENS  CENTER   399 PARK,BRIGHT HORIZONS CHILDRENS CENTER INC / BRIGHT HORIZONS CHILDRENS CENTER INC,399 PARK AVENUE,MANHATTAN,10022,212-559-4005 / 212-793-4000,7144 / 7113,10/02/2015 / 10/02/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,12 / 14,No / No,Corporate / Corporate,26,40.7590251,-73.9719807
THE CITYGROUP CHILDRENS CENTER / THE CITIGROUP CHILDRENS CENTER,BRIGHT HORIZONS CHILDRENS CENTER INC / BRIGHT HORIZONS CHILDRENS CENTER INC,388 GREENWICH STREET,MANHATTAN,10013,212-816-7700 / 212-816-7700,6590 / 6589,06/27/2015 / 07/19/2013,  Permitted /   Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,15 / 16,No / No,Corporate / Corporate,31,40.7206627,-74.0113978
THE CO-OP SCHOOL,THE CO-OP SCHOOL,81-87 IRVING PLACE,BROOKLYN,11238,347-721-3408,8072,09/09/2015,  Permitted,2 YEARS - 5 YEARS,94,No,Private,94,40.6824551,-73.9595207
THE COCONUT GROVE CHILDHOOD EDUCATION CENTER,HYATT NURTURING TREE DAY CARE CENTER INC,9522 AVENUE A,BROOKLYN,11236,718-498-1160,6930,01/19/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,34,No,Private,34,40.65366,-73.91372199999999
THE CORNER SCHOOL,THE CORNER SCHOOL,150-03 BAYSIDE AVENUE,QUEENS,11354,718-445-2811,1889,05/03/2014,  Permitted,2 YEARS - 5 YEARS,39,No,Private,39,40.771776,-73.815574
THE CREATIVE PLAYSCHOOL - FIFTH AVENUE SYNAGOGUE,FIFTH AVENUE SYNAGOGUE,5 EAST 62 STREET,MANHATTAN,10065,212-750-8793,5627,09/24/2012,  Expired-InRenewal,2 YEARS - 5 YEARS,40,No,Private,40,40.766039,-73.970798
THE DAVID FOSTER PRESCHOOL ACADEMY,SHEILA FOSTER-GOLDING,580 ROGERS AVENUE,BROOKLYN,11225,718-462-0776,6614,12/14/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.657519,-73.953495
THE EARLY CHILDHOOD CENTER OF THE BROOKLYN COLLEGE CHILD CARE SERVICES / THE EARLY CHILDHOOD CENTER OF THE BROOKLYN COLLEGE CHILD CARE SERVICES,BROOKLYN COLLEGE CHILD CARE SERVICES INC / BROOKLYN COLLEGE CHILD CARE SERVICES INC,2900 BEDFORD AVENUE,BROOKLYN,11210,718-951-5431 / 718-951-5431,7124 / 1448,02/28/2015 / 03/30/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,28 / 55,No / No,Private / Private,83,40.6319593,-73.9527159
THE EDUCATIONAL  ALLIANCE HEAD START     PS 142,THE EDUCATIONAL ALLIANCE,100 ATTORNEY STREET,MANHATTAN,10002,212-780-5225,6653,12/09/2014,  Permitted,2 YEARS - 5 YEARS,69,No,ACS Head Start,69,40.7182426,-73.9843325
THE EDUCATIONAL ALLIANCE  HEAD START,THE EDUCATIONAL ALLIANCE,600 EAST 6 STREET,MANHATTAN,10009,212-979-2386,7345,02/09/2015,  Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools,20,40.7240249,-73.9816527
THE EDUCATIONAL ALLIANCE HEAD START / THE EDUCATIONAL ALLIANCE EARLY HEAD START,THE EDUCATIONAL ALLIANCE / THE EDUCATIONAL ALLIANCE,197 EAST BROADWAY,MANHATTAN,10002,212-780-2300 / 212-780-2300,3002 / 6531,07/15/2014 / 10/06/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,127 / 72,No / No,ACS Head Start / Head Start Direct Fed Funding,199,40.71415289999999,-73.9882145
THE EDUCATIONAL ALLIANCE EARLY HEAD START  EXPANSION 2,THE EDUCATIONAL ALLIANCE,442 EAST HOUSTON STREET,MANHATTAN,10002,212-677-5710,8244,12/15/2014,  Permitted,2 YEARS - 5 YEARS,28,No,Head Start Direct Fed Funding,28,40.7196415,-73.9774227
THE EDUCATIONAL ALLIANCE EARLY HEADSTART EXPANSION,THE EDUCATIONAL ALLIANCE,18 AVENUE D,MANHATTAN,10009,212-780-5430,8253,02/01/2015,  Permitted,2 YEARS - 5 YEARS,36,No,Head Start Direct Fed Funding,36,40.7205819,-73.9782467
THE EDUCATIONAL ALLIANCE PRESCHOOL,THE EDUCATIONAL ALLIANCE INC,179 HENRY ST,MANHATTAN,10002,212-780-2300,2306,03/18/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,267,No,Private,267,40.71373699999999,-73.98827399999999
