Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lon,Lat
TEMPLE EMANU-EL NURSERY SCHOOL,CONGREGATION EMANU-EL OF THE CITY OF NY,10 EAST 66 STREET,MANHATTAN,10065,212-744-1400,2003,5/18/2014,  Permitted,2 YEARS - 5 YEARS,115,No,Private,-73.969096,40.768063
TEMPLE ISRAEL EARLY CHILDHOOD LEARNING CENTER,TEMPLE ISRAEL OF THE CITY OF NEW YORK,112 EAST 75 STREET,MANHATTAN,10021,212-249-5000,2171,7/27/2015,  Permitted,2 YEARS - 5 YEARS,75,No,Private,-73.961848,40.77257
TEMPLE SHAARAY TEFILA NURSERY SCHOOL,TEMPLE SHAARAY TEFILA NURSERY SCHOOL,250 EAST 79 STREET,MANHATTAN,10075,212-535-2146,5891,9/15/2014,  Permitted,2 YEARS - 5 YEARS,139,No,Private,-73.955546,40.773232
TENDER CARE ON THE MOUNT,MISSION OF THE IMMACULATE VIRGIN FOR THE PROTECTION OF HOMELESS AND DESTITUTE CHILDREN,6581 HYLAN BOULEVARD,STATEN ISLAND,10309,718-317-2849,5659,9/14/2014,  Permitted,2 YEARS - 5 YEARS,73,No,Private,-74.222415,40.512193
TENDER TOTS,TENDER TOTS 137 STREET LLC,531-535 EAST 137TH STREET,BRONX,10454,718-215-4125,44279,6/19/2015,  Permitted,2 YEARS - 5 YEARS,67,No,Corporate,-73.918825,40.806759
TENDER TOTS CHILD CARE CENTER,TENDER TOTS DECATUR L L C / TENDER TOTS DECATUR LLC,3322 DECATUR AVENUE,BRONX,10467,718-324-1052,9958 / 9937,12/14/2015 / 12/14/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,130,No,Private,-73.872733,40.876958
TENDER TOTS CHILD CARE CENTER,TENDER TOTS 137 STREET LLC,531-535 EAST 137 STREET,BRONX,10454,718-215-4125,44297,6/19/2015,  Permitted,0 YEARS - 2 YEARS,28,No,Private,-73.918825,40.806759
TENDER YEAR CHILDCARE INC / TENDER YEARS CHILDCARE INC,TENDER YEARS CHILDCARE INC,3141 EAST TREMONT AVENUE,BRONX,10461,718-829-3067,7231 / 6367,5/6/2015 / 12/31/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,30,No,Private,-73.834377,40.837899
TENDER YEARS DAY CARE,CHER INC,199-15 LINDEN BOULEVARD,QUEENS,11412,718-481-8687,6446,9/6/2015,  Permitted,2 YEARS - 5 YEARS,26,No,Private,-73.752906,40.694506
TEREMOK V,TEREMOK V CORP,448 NEPTUNE AVENUE,BROOKLYN,11224,718-743-9009,7451,8/17/2015,  Permitted,2 YEARS - 5 YEARS,38,No,Private,-73.969972,40.578955
THE  MONTESSORI AT FLATIRON,THE MONTESSORI SCHOOL LLC,3-7 WEST 22ND STREET,MANHATTAN,10010,212-633-0600,52617,9/30/2015,  Permitted,2 YEARS - 5 YEARS,62,No,Private,-73.990597,40.741347
THE  PARK PRESCHOOL  LTD,THE PARK PRESCHOOL LTD,275 GREENWICH STREET,MANHATTAN,10007,212-571-6191,6013,3/5/2015,  Permitted,2 YEARS - 5 YEARS,44,Yes,Private,-74.010997,40.715159
THE ACORN SCHOOL,THE ACORN SCHOOL,330 EAST 26 STREET,MANHATTAN,10010,212-684-0230,2160,2/22/2016,  Permitted,2 YEARS - 5 YEARS,68,No,Private,-73.978584,40.739183
THE BARCLAY STREET SCHOOL LTD,THE BARCLAY STREET SCHOOL LTD,6-10 BARCLAY ST,MANHATTAN,10007,212-571-2715,7945,9/12/2014,  Permitted,2 YEARS - 5 YEARS,42,No,Private,-74.009142,40.712216
THE BRICK CHURCH SCHOOL,BRICK CHURCH SCHOOL,62 EAST 92 STREET,MANHATTAN,10128,212-289-5683,411,7/25/2014,  Permitted,2 YEARS - 5 YEARS,149,Yes,Private,-73.955287,40.784158
THE BROWNSTONE SCHOOL AND DAY CARE,THE BROWNSTONE SCHOOL AND DAY CARE CENTER,128 WEST 80 STREET,MANHATTAN,10024,212-874-1341,4323,4/26/2014,  Permitted,2 YEARS - 5 YEARS,84,No,Private,-73.97641,40.78301
THE CHILD CENTER OF NEW YORK,THE CHILD CENTER  OF NEW YORK,60-02 ROOSEVELT AVENUE,QUEENS,11377,718-943-2800,7766,6/8/2015,  Permitted,2 YEARS - 5 YEARS,85,Yes,ACS Head Start,-73.904225,40.745276
THE CHILD CENTER OF NEW YORK / AKA 41-61 KESSINA BLVD,THE CHILD CENTER OF NEW YORK INC,140-15 SANFORD AVENUE,QUEENS,11355,347-506-0832,8193,7/2/2014,  Permitted,2 YEARS - 5 YEARS,36,No,Head Start Direct Fed Funding,-73.826893,40.757803
THE CHILD DEVELOPMENT CENTER OF THE MOSHOLU MONTEFIORE COMMUNITY CENTER,MOSHOLU MONTEFIORE COMMUNITY CENTERINC,3450 DEKALB AVE,BRONX,10467,718-654-0563,5555,8/3/2015,  Permitted,0 YEARS - 2 YEARS,8,No,ACS Contracted Preschools,-73.880733,40.881511
THE CHILD STUDY CENTER OF NEW YORK INC,THE CHILD STUDY CENTER OF NEW YORK INC,167-171 CLERMONT AVENUE,BROOKLYN,11205,718-854-3710,6025,7/1/2015,  Permitted,2 YEARS - 5 YEARS,90,No,Private,-73.970229,40.692544
THE CHILD STUDY CENTER OF NEW YORK/BEST FRIENDS DAYCARE,THE CHILD STUDY CENTER OF NEW YORK /BEST FRIENDS DAYCARE,285 CLOVE ROAD,STATEN ISLAND,10310,718-442-8588,5102,4/25/2015,  Permitted,2 YEARS - 5 YEARS,121,No,Private,-74.125387,40.633096
THE CHILDRENS AID SOCIETY,THE CHILDRENS AID SOCIETY,14-32 WEST 118TH STREET,MANHATTAN,10026,212-949-4931,48997,7/29/2015,  Permitted,2 YEARS - 5 YEARS,40,No,ACS Contracted Preschools,-73.946881,40.802299
THE CHILDRENS AID SOCIETY,THE CHILDRENS AID SOCIETY INC,1919 PROSPECT AVENUE,BRONX,10457,347-821-4222,25017,10/15/2014,  Permitted,2 YEARS - 5 YEARS,54,Yes,ACS Contracted Preschools,-73.890513,40.843831
THE CHILDRENS AID SOCIETY,THE CHILDRENS AID SOCIETY,433 EAST 100TH STREET,MANHATTAN,10029,212-627-7449,26378,10/25/2014,  Permitted,2 YEARS - 5 YEARS,70,Yes,ACS Contracted Preschools,-73.940976,40.785625
THE CHILDRENS AID SOCIETY,THE CHILDRENS AID SOCIETY,93 NAGLE AVENUE,MANHATTAN,10040,212-544-0221,26597,10/26/2014,  Permitted,2 YEARS - 5 YEARS,65,Yes,ACS Contracted Preschools,-73.927605,40.860016
THE CHILDRENS AID SOCIETY - PS 5  HEAD START,THE CHILDRENS AID SOCIETY,3703 10 AVENUE,MANHATTAN,10034,212-567-5787,6146,1/24/2015,  Permitted,2 YEARS - 5 YEARS,72,Yes,ACS Head Start,-73.922369,40.858499
THE CHILDRENS AID SOCIETY- FREDERICK DOUGLAS HEAD START,THE CHILDRENS AID SOCIETY,885 COLUMBUS AVENUE,MANHATTAN,10025,212-865-6337,2097,6/28/2014,  Permitted,2 YEARS - 5 YEARS,69,Yes,ACS Head Start,-73.963672,40.797383
THE CHILDRENS AID SOCIETY- PS 8 HEAD START,THE CHILDRENS AID SOCIETY,465 WEST 167 STREET,MANHATTAN,10032,212-740-8655,6926,2/15/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,55,Yes,Head Start Direct Fed Funding,-73.936596,40.839323
THE CHILDRENS CENTER,THE COLLEGE OF STATEN ISLAND ASSOCIATION INC / THE CHILDRENS CENTER OF THE COLLEGE OF STATEN ISLAND ASSOCIATION INC PRESCHOOL,2800 VICTORY BOULEVARD,STATEN ISLAND,10314,718-982-3190,6175 / 6174,6/18/2015 / 5/2/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,93,No,Private,-74.146471,40.596167
THE CHILDRENS CENTER  AT GOLDMAN SACHS AT 200 WEST,BRIGHT HORIZONS CHILDRENS CENTER INC,200 WEST STREET,MANHATTAN,10282,212-357-5370,8103 / 8102,11/13/2015 / 11/13/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,41,No,Private,-74.014461,40.714705
THE CHILDRENS CENTER  SUNY BROOKLYN - I/T / THE CHILDRENS CENTER  SUNY BROOKLYN - P/S,THE CHILDRENS CENTER  SUNY BROOKLYN INC - I/T / THE CHILDRENS CENTER AT SUNY BROOKLYN INC,440 LENOX ROAD,BROOKLYN,11203,718-221-6160,5734 / 5743,8/31/2015 / 7/5/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,60,No,Private,-73.94462,40.654064
THE CHILDRENS CENTER FOR EARLY LEARNING,THE CHILDRENS CENTER FOR EARLY LEARNINGINC,83 MARLBOROUGH ROAD,BROOKLYN,11226,718-284-3110,6227,5/21/2014,  Permitted,2 YEARS - 5 YEARS,88,No,Private,-73.965432,40.648239
THE CHILDRENS GARDEN / THE CHILDRENS GARDEN AT GENERAL THEOLOGICAL SEMINARY,THE GENERAL THEOLOGICAL SEMINARY,440 WEST 21 STREET,MANHATTAN,10011,212-924-9266,6797 / 6798,6/30/2015 / 5/15/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,22,No,Private,-74.003721,40.745643
THE CHILDRENS GARDEN SCHOOL,GENERAL THEOLOGICAL SEMINARY INC,422 WEST 20TH STREET,MANHATTAN,10011,212-243-5920,45737,6/28/2015,  Permitted,2 YEARS - 5 YEARS,15,No,Private,-74.004015,40.74492
THE CHILDRENS LEARNING CENTER AT HUNTER COLLEGE,THE CHILDRENS LEARNING CENTER AT HUNTER COLLEGE INC,695 PARK AVENUE,MANHATTAN,10065,212-772-4066,5145,11/3/2015,  Permitted,2 YEARS - 5 YEARS,50,No,Private,-73.964724,40.768593
THE CHILDRENS PLAYHOUSE  INCORPORATED-  I/T / THE CHILDRENS PLAYHOUSE INCORPORATED,THE CHILDRENS PLAYHOUSE INCORPORATED,85 MONAHAN AVENUE,STATEN ISLAND,10314,718-761-0129,5410 / 5196,6/30/2015 / 8/5/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,93,No,Private,-74.149451,40.588652
THE CHILDRENS PLAYHOUSE INC,THE CHILDRENS PLAYHOUSE INC,950 ROCKLAND AVENUE,STATEN ISLAND,10314,718-761-0129,26240,10/24/2014,  Permitted,2 YEARS - 5 YEARS,12,No,Private,-74.149253,40.588858
THE CHRISTIAN LEARNING CENTER,CHRISTIAN LEARNING CENTER DAY CARE INC,444 EAST 45 STREET,BROOKLYN,11203,718-287-5149,5061,12/15/2014,  Permitted,2 YEARS - 5 YEARS,64,No,Private,-73.935369,40.650782
THE CHURCH OF THE EPIPHANY DAY SCHOOL,THE CHURCH OF THE EPIPHANY,1393 YORK AVENUE,MANHATTAN,10021,212-737-2720,7378,5/2/2015,  Permitted,2 YEARS - 5 YEARS,75,No,Private,-73.952996,40.768473
THE CITIGROUP CHILDRENS  CENTER   399 PARK / THE CITIGROUP CHILDRENS CENTER  AT 399 PARK,BRIGHT HORIZONS CHILDRENS CENTER INC,399 PARK AVENUE,MANHATTAN,10022,212-793-4000 / 212-559-4005,7113 / 7144,10/2/2015 / 10/2/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,26,No,Corporate,-73.971477,40.758988
THE CITIGROUP CHILDRENS CENTER / THE CITYGROUP CHILDRENS CENTER,BRIGHT HORIZONS CHILDRENS CENTER INC,388 GREENWICH STREET,MANHATTAN,10013,212-816-7700,6589 / 6590,7/19/2013 / 6/27/2015,  Expired-InRenewal /   Permitted,0 YEARS - 5 YEARS,31,No,Corporate,-74.011155,40.720652
THE CO-OP SCHOOL,THE CO-OP SCHOOL,81-87 IRVING PLACE,BROOKLYN,11238,347-721-3408,8072,9/9/2015,  Permitted,2 YEARS - 5 YEARS,94,No,Private,-73.959405,40.682466
THE COCONUT GROVE CHILDHOOD EDUCATION CENTER,HYATT NURTURING TREE DAY CARE CENTER INC,9522 AVENUE A,BROOKLYN,11236,718-498-1160,6930,1/19/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,34,No,Private,-73.913741,40.65369
THE CORNER SCHOOL,THE CORNER SCHOOL,150-03 BAYSIDE AVENUE,QUEENS,11354,718-445-2811,1889,5/3/2014,  Permitted,2 YEARS - 5 YEARS,39,No,Private,-73.815592,40.771756
THE CREATIVE PLAYSCHOOL - FIFTH AVENUE SYNAGOGUE,FIFTH AVENUE SYNAGOGUE,5 EAST 62 STREET,MANHATTAN,10065,212-750-8793,5627,9/24/2012,  Expired-InRenewal,2 YEARS - 5 YEARS,40,No,Private,-73.970798,40.766043
THE DAVID FOSTER PRESCHOOL ACADEMY,SHEILA FOSTER-GOLDING,580 ROGERS AVENUE,BROOKLYN,11225,718-462-0776,6614,12/14/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.953499,40.657524
THE EARLY CHILDHOOD CENTER OF THE BROOKLYN COLLEGE CHILD CARE SERVICES,BROOKLYN COLLEGE CHILD CARE SERVICES INC,2900 BEDFORD AVENUE,BROOKLYN,11210,718-951-5431,1448 / 7124,3/30/2015 / 2/28/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,83,No,Private,-73.953481,40.631761
THE EDUCATIONAL  ALLIANCE HEAD START     PS 142,THE EDUCATIONAL ALLIANCE,100 ATTORNEY STREET,MANHATTAN,10002,212-780-5225,6653,12/9/2014,  Permitted,2 YEARS - 5 YEARS,69,No,ACS Head Start,-73.984085,40.718227
THE EDUCATIONAL ALLIANCE  HEAD START,THE EDUCATIONAL ALLIANCE,600 EAST 6 STREET,MANHATTAN,10009,212-979-2386,7345,2/9/2015,  Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools,-73.981881,40.723747
THE EDUCATIONAL ALLIANCE EARLY HEAD START / THE EDUCATIONAL ALLIANCE HEAD START,THE EDUCATIONAL ALLIANCE,197 EAST BROADWAY,MANHATTAN,10002,212-780-2300,6531 / 3002,10/6/2014 / 7/15/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,199,No,Head Start Direct Fed Funding / ACS Head Start,-73.988344,40.713974
THE EDUCATIONAL ALLIANCE EARLY HEAD START  EXPANSION 2,THE EDUCATIONAL ALLIANCE,442 EAST HOUSTON STREET,MANHATTAN,10002,212-677-5710,8244,12/15/2014,  Permitted,2 YEARS - 5 YEARS,28,No,Head Start Direct Fed Funding,-73.977377,40.71987
THE EDUCATIONAL ALLIANCE EARLY HEADSTART EXPANSION,THE EDUCATIONAL ALLIANCE,18 AVENUE D,MANHATTAN,10009,212-780-5430,8253,2/1/2015,  Permitted,2 YEARS - 5 YEARS,36,No,Head Start Direct Fed Funding,-73.977678,40.720661
THE EDUCATIONAL ALLIANCE PRESCHOOL,THE EDUCATIONAL ALLIANCE INC,179 HENRY ST,MANHATTAN,10002,212-780-2300,2306,3/18/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,267,No,Private,-73.988261,40.713742
THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,35 EAST 69 STREET,MANHATTAN,10021,212-879-9764,4201,9/8/2014,  Permitted,2 YEARS - 5 YEARS,115,No,Private,-73.965736,40.769654
THE FAMILY  AND LIFE CENTER OF MT ARARAT- PRE-SCHOOL / THE FAMILY AND LIFE CENTER OF MT ARARAT-I/T,THE FAMILY AND LIFE CENTER OF MTARARAT INC,425 HOWARD AVENUE,BROOKLYN,11233,718-342-2093,6099 / 6100,9/28/2015 / 9/28/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,90,No,Private,-73.919275,40.67315
THE FAMILY ANNEX,THE FAMILY ANNEX,560 WEST 113 STREET,MANHATTAN,10025,212-749-3271,4765 / 4761,5/11/2015 / 6/25/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,40,No,Private,-73.964762,40.80565
THE FIRST PRESBYTERIAN CHURCH OF FOREST HILLS,FOREST HILLS PRESBYTERIAN DAY SCHOOL,70-35 112 STREET,QUEENS,11375,718-268-8546,1811,3/23/2015,  Permitted,2 YEARS - 5 YEARS,29,No,Private,-73.83918,40.723373
THE GINGERBREAD LEARNING CENTER,THE GINGERBREAD LEARNING CENTER INC,80 WOODROW ROAD,STATEN ISLAND,10312,718-356-0008,6038,7/26/2015,  Permitted,2 YEARS - 5 YEARS,102,Yes,Private,-74.180479,40.563035
THE GODDARD SCHOOL,2495 BROADWAY CENTER LLC,2495 BROADWAY,MANHATTAN,10025,212-712-2727,10257 / 49237,11/10/2015 / 7/31/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,187,No,Private,-73.973767,40.792736
THE HOUSE OF LITTLE PEOPLE INC,THE HOUSE OF LITTLE PEOPLEINC,122 EAST 91 STREET,MANHATTAN,10128,212-369-2740,5526 / 4368,5/22/2015 / 3/31/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,35,No,Private,-73.953934,40.782761
THE HOUSE OF LITTLE PEOPLE TOO,TR LITTLE PEOPLE LTD,129 EAST 90 STREET,MANHATTAN,10128,212-860-8118,6724,5/9/2015,  Permitted,0 YEARS - 2 YEARS,27,No,Private,-73.953851,40.782337
THE HUDSON GUILD,THE HUDSON GUILD,441 WEST 26 STREET,MANHATTAN,10001,212-760-9800,4719,12/17/2015,  Permitted,2 YEARS - 5 YEARS,24,No,ACS Contracted Preschools,-74.001421,40.749645
THE INFANT AND CHILD LEARNING CENTER AT SUNY,THE RESEARCH FOUNDATION OF SUNY,670 PARKSIDE AVENUE,BROOKLYN,11226,718-675-1249,7802,9/28/2015,  Permitted,2 YEARS - 5 YEARS,99,No,Private,-73.9513,40.655933
THE INTERNATIONAL ACADEMY,BABOVE WORLDWIDE INSTITUTE INC,87 PUTNAM AVENUE,BROOKLYN,11238,718-872-6565,26777,11/1/2014,  Permitted,2 YEARS - 5 YEARS,80,Yes,ACS Contracted Preschools,-73.958611,40.683462
THE INTERNATIONAL PRESCHOOL,THE INTERNATIONAL PRESCHOOL,330  EAST 45TH STREET,MANHATTAN,10017,212-371-8604,7878,6/20/2014,  Permitted,0 YEARS - 2 YEARS,20,No,Private,-73.969617,40.750826
THE INTERNATIONAL PRESCHOOL,THE INTERNATIONAL PRESCHOOL,330 EAST 45 STREET,MANHATTAN,10017,212-371-8604,7879,6/20/2014,  Permitted,2 YEARS - 5 YEARS,96,No,Private,-73.969617,40.750826
THE INTERNATIONAL PRESCHOOLS,THE INTERNATIONAL PRESCHOOLS,120 WEST 76 STREET,MANHATTAN,10023,212-724-5164,7234,9/27/2014,  Permitted,2 YEARS - 5 YEARS,85,No,Private,-73.977915,40.780209
THE INTERNATIONAL PRESCHOOLS,INTERNATIONAL PRESCHOOLS INC,345 EAST 86TH STREET,MANHATTAN,10028,212-371-8604,51678,9/6/2015,  Permitted,2 YEARS - 5 YEARS,80,No,Private,-73.949918,40.777443
THE KIDS KORNER PRESCHOOL,THE KIDS KORNER PRE-SCHOOL,247 WEST 24 STREET,MANHATTAN,10011,212-229-9340,6015,3/24/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,37,No,Private,-73.99701,40.745735
THE LAUGH AND LEARN PLACE,THE LAUGH AND LEARN PLACE,228-23 MERRICK BLVD,QUEENS,11413,718-525-5318,57537,2/25/2016,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.741385,40.676698
THE LEAGUE CENTER NURSERY/JOAN FENICHEL THERAPEUTIC NURSERY,THE LEAGUE SCHOOL,470 VANDERBILT AVENUE,BROOKLYN,11238,718-643-5300,13457,3/13/2016,  Permitted,2 YEARS - 5 YEARS,200,No,Private,-73.968147,40.682946
THE LEARNING EXPERIENCE,RONOMOZA INC,412 KINGS HIGHWAY,BROOKLYN,11223,718-627-7340,52619 / 52637,9/30/2015 / 9/30/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,145,No,Private,-73.974647,40.604224
THE LEARNING TREE,THE LEARNING TREE,74-15 JUNIPER BOULEVARD NORTH,QUEENS,11379,718-899-2020,4204,7/1/2015,  Permitted,2 YEARS - 5 YEARS,79,No,Private,-73.884363,40.721465
THE LEARNING TREE,BOOKS  RATTLESINC,86-28 FRANCIS LEWIS BLVD,QUEENS,11427,718-740-2300,7865,3/10/2016,  Permitted,2 YEARS - 5 YEARS,76,No,Private,-73.765393,40.7247
THE LIFE SKILLS PRE-SCHOOL,THE LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRESCHOOLERS,97-30 QUEENS BOULEVARD,QUEENS,11374,718-459-6279,5106,10/15/2014,  Permitted,2 YEARS - 5 YEARS,91,Yes,Private,-73.859347,40.728417
THE LITTLE BRICK HOUSE DAY CARE CENTER,THE LITTLE BRICK HOUSE DAY CARE CENTER INC,3928 HARPER AVENUE,BRONX,10466,718-994-1036,5868,9/14/2014,  Permitted,2 YEARS - 5 YEARS,16,No,Private,-73.832772,40.890345
THE LITTLE CHILDRENS GARDEN,THE LITTLE CHILDRENS GARDEN INC,150-38 UNION TURNPIKE,QUEENS,11367,718-380-0966,8234,11/30/2014,  Permitted,2 YEARS - 5 YEARS,29,No,Private,-73.811379,40.718706
THE LITTLE DARLINGS DAY CENTERINC,LITTLE DARLINGS DAY CARE CENTERINC,1531 NOSTRAND AVENUE,BROOKLYN,11226,718-469-6207,4830,7/19/2014,  Permitted,2 YEARS - 5 YEARS,49,No,Private,-73.94911,40.648744
THE LITTLE DOLPHIN INC,THE LITTLE DOLPHIN INC,107-01 CROSS BAY BLVD,QUEENS,11417,718-641-7754,7483,9/28/2015,  Permitted,2 YEARS - 5 YEARS,50,No,Private,-73.843706,40.678745
THE LITTLE LEARNING CENTER,THE LITTLE LEARNING CENTERINC,147-32 SANFORD AVENUE,QUEENS,11355,347-732-4307,8126,4/16/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.815997,40.759794
THE LITTLE SCHOLARS LEARNING CENTER,VIZZINI HOLDINGS INC,8702 AVENUE L,BROOKLYN,11236,347-462-1549,43244,6/11/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.902387,40.633824
THE LITTLE WIZARDS PRESCHOOL,THE LITTLE WIZARDS PRESCHOOL,2942  EAST 194TH STREET,BRONX,10461,718-409-5411,8274,3/14/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.830069,40.852186
THE MADISON AVENUE PRESBYTERIAN CHURCH DAY SCHOOL,THE MADISON AVENUE PRESBYTERIAN CHURCH,921 MADISON AVENUE,MANHATTAN,10021,212-288-9638,1548,2/13/2015,  Permitted,2 YEARS - 5 YEARS,111,No,Private,-73.964464,40.77255
THE MANHATTAN KIDS CLUB III INC / THE MANHATTAN KIDS CLUB III,THE MANHATTAN KIDS CLUB III INC / THE MANHATTAN KIDS CLUB III,350 6TH   AVENUE,MANHATTAN,10011,212-677-0600,10477 / 10479,12/30/2013 / 12/30/2013,  Expired-InRenewal /   Expired-InRenewal,0 YEARS - 5 YEARS,89,No,Private,-74.000609,40.732038
THE MAPLE STREET SCHOOL,THE MAPLE STREET SCHOOL,21 LINCOLN ROAD,BROOKLYN,11225,718-282-4345,7291,6/25/2014,  Permitted,2 YEARS - 5 YEARS,51,No,Private,-73.962128,40.660876
THE MEDICAL CENTER NURSERY SCHOOL,THE MEDICAL CENTER NURSERY SCHOOL,60 HAVEN AVENUE,MANHATTAN,10032,212-304-7040,3053,4/27/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,-73.943279,40.843428
THE MONTESSORI  FAMILY SCHOOL OF MANHATTAN,THE MONTESSORI FAMILY SCHOOL OF MANHATTAN,323 EAST 47 STREET,MANHATTAN,10017,212-688-5950,4730,6/2/2015,  Permitted,0 YEARS - 2 YEARS,20,No,Private,-73.968898,40.752721
THE MONTESSORI SCHOOL OF NEW YORK INTERNATIONAL,THE MONTESSORI SCHOOL OF NEW YORK INTERNATIONAL,347 EAST 55 STREET,MANHATTAN,10022,212-223-4630,5158,3/30/2015,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.964363,40.757469
THE MOTHER HALE LEARNING CENTER,HALE HOUSE CENTER INC,300 MANHATTAN AVENUE,MANHATTAN,10026,212-665-2834,7517 / 7516,2/28/2014 / 1/30/2014,  Expired-InRenewal /   Expired-InRenewal,0 YEARS - 5 YEARS,38,No,Private,-73.958214,40.802821
THE NEW BUSY BEE LEARNING CENTER,JM31 CORP,122-01 GUY R BREWER BOULEVARD,QUEENS,11434,718-341-0580,7287,9/12/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.779688,40.679061
THE NEW FRIENDLY DAY CARE CENTER,THE FRIENDLY BAPTIST CHURCH,1278 NELSON AVENUE,BRONX,10452,718-588-5050,7195,10/25/2015,  Permitted,2 YEARS - 5 YEARS,76,No,Private,-73.923857,40.839609
THE NEW YORK DIAGNOSTIC CENTER INC,DIAGNOSTIC ENTERPRISES INC,502  FLATBUSH AVENUE,BROOKLYN,11225,718-363-3261,7653,11/21/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.961867,40.661866
THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION,THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION,985 ASTOR AVENUE,BRONX,10469,718-519-7000,5417,6/28/2014,  Permitted,2 YEARS - 5 YEARS,167,Yes,Private,-73.859535,40.860184
THE NURTURING ACADEMY  INFANT/TODDLER,THE NURTURING CENTER INC,112-18 SPRINGFIELD BLVD,QUEENS,11429,718-527-5932,8341,11/17/2014,  Permitted,0 YEARS - 2 YEARS,23,No,Private,-73.740334,40.704894
THE PLAY GROUP EXPERIENCE,THE PLAY GROUP EXPERIENCE INC,90 BOULDER STREET,STATEN ISLAND,10312,718-967-0494,6539,3/31/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,28,No,Private,-74.197029,40.546106
THE PUERTO RICAN FAMILY INSTITUTE BRONX  HEAD START,THE PUERTO RICAN FAMILY INSTITUTE INC,1423 PROSPECT AVENUE,BRONX,10459,718-991-5590,8302,5/26/2015,  Permitted,2 YEARS - 5 YEARS,163,No,Head Start Direct Fed Funding,-73.896983,40.832738
THE RAINBOW CAMPUS,THE RAINBOW CAMPUS INC,1110 BERGEN STREET,BROOKLYN,11216,718-774-5652,7068,3/5/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.948909,40.675773
THE RATS PLAYHOUSE WORKSHOP INC,THE RATS PLAYHOUSE WORKSHOP INC,835 OCEAN AVENUE,BROOKLYN,11226,718-282-6285,5152,6/28/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.959194,40.642345
THE RICHMONDTOWN CHILDRENS PRE-SCHOOLINC,THE RICHMONDTOWN CHILDRENS PRE-SCHOOL INC,3435 RICHMOND ROAD,STATEN ISLAND,10306,718-987-7623,5256,10/23/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-74.135347,40.573392
THE RIVERSIDE CHURCH WEEKDAY SCHOOL,THE RIVERSIDE CHURCH,490 RIVERSIDE DRIVE,MANHATTAN,10027,212-870-6743,1782,7/3/2015,  Permitted,2 YEARS - 5 YEARS,145,No,Private,-73.963216,40.812268
THE ROCKEFELLER UNIVERSITY CHILD  FAMILY CENTER,THE ROCKEFELLER UNIVERSITY,1230 YORK AVE,MANHATTAN,10065,212-327-7071,7784,6/15/2015,  Permitted,2 YEARS - 5 YEARS,66,No,Private,-73.956538,40.762885
THE ROCKEFELLER UNIVERSITY CHILD AND FAMILY CENTER,THE ROCKEFELLER UNIVERSITY,1230 YORK AVENUE 10065,MANHATTAN,10065,212-327-7071 / 212-327-7073,6984 / 6211,9/5/2015 / 9/5/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS,56,No,Private,-73.956538,40.762885
