Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lat,Lon
DC2146,STEPHEN WISE EARLY CHILDHOOD CENTER,STEPHEN WISE FREE SYNAGOGUE,30 WEST 68 STREET,MANHATTAN,10023,212-877-4050,4898,05/19/2014,Expired-InRenewal,2 YEARS - 5 YEARS,80,No,Private,40.7740066,-73.9790677
DC14261,STEPHEN WISE EARLY CHILDHOOD CENTER,STEPHEN WISE FREE SYNAGOGUE,30 WEST 68TH STREET,MANHATTAN,10023,212-877-4050,4899,07/18/2015,Permitted,0 YEARS - 2 YEARS,20,No,Private,40.7740066,-73.9790677
DC15574,"STEPPING STONE DAY SCHOOL, INC.","STEPPING STONE DAY SCHOOL, INC.",2826 WESTCHESTER AVENUE,BRONX,10461,718-554-2025,7750,04/27/2015,Permitted,2 YEARS - 5 YEARS,186,No,Private,40.844168,-73.835368
DC1512,"STEPPING STONE DAY SCHOOL, INC.","STEPPINGSTONE DAY SCHOOL, INC.",77-40 VLEIGH PLACE,QUEENS,11367,718-591-9093,6144,03/30/2015,Permitted,0 YEARS - 2 YEARS,14,Yes,Private,40.72000209999999,-73.8207446
DC14199,STEPPING STONE DAYSCHOOLPRESCHOOL,"STEPPING STONE DAY SCHOOL, INC.",77-40 VLEIGH PLACE,QUEENS,11367,718-591-9093,5522,10/06/2014,Permitted,2 YEARS - 5 YEARS,298,Yes,Private,40.72000209999999,-73.8207446
DC1513,STEPPING STONE PRE AND GRADE SCHOOL,STEPPING STONE OF SE QUEENS,114-36 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,6117,09/05/2015,Permitted,2 YEARS - 5 YEARS,26,No,Private,40.7006258,-73.7482848
DC2389,STEPPING STONE PRE-SCHOOL,"STEPPING STONE OF S.E. QUEENS,INC.",114-28 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,5022,09/05/2015,Permitted,2 YEARS - 5 YEARS,26,No,Private,40.7005989,-73.74858499999999
DC2385,STEPPING STONE PRE-SCHOOL,"STEPPING STONE OF S.E. QUEENS,INC.",114-30 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,5242,09/05/2015,Permitted,2 YEARS - 5 YEARS,26,No,Private,40.700785,-73.74835639999999
DC2388,STEPPING STONE PRE-SCHOOL AND KINDERGARTEN III,STEPPING STONE PRE-SCHOOL AND KINDERGARTEN III,114-38 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,5601,09/05/2015,Permitted,2 YEARS - 5 YEARS,29,No,Private,40.7005727,-73.74826089999999
DC10455,STEPPING STONES,STEPPING STONES 86 LLC,245 86 STREET,BROOKLYN,11209,718-630-1000,7290,06/25/2014,Permitted,2 YEARS - 5 YEARS,47,No,Private,40.624043,-74.03220999999999
DC23021,STEPPING STONES,STEPPING STONES 86 LLC,247 86TH STREET,BROOKLYN,11209,718-630-1000,18945,07/13/2014,Permitted,2 YEARS - 5 YEARS,42,No,Private,40.6240189,-74.032133
DC1373,STEPPING STONES PRESCHOOL,"RAINBOW DAY CARE CENTER,INC.",5394 AMBOY ROAD,STATEN ISLAND,10312,718-948-4878,4769,07/12/2014,Permitted,2 YEARS - 5 YEARS,94,No,Private,40.532743,-74.189566
DC22618,STEPPING STONES-THE NEXT STEP,RR & DO INC.,9321 RIDGE BLVD.,BROOKLYN,11209,718-630-1001,15277,04/24/2016,Permitted,2 YEARS - 5 YEARS,24,No,Private,40.6186269,-74.0356429
DC256,STEPPING UP NURSERY SCHOOL,CAROL CONOLLY,2000 WILLIAMSBRIDGE ROAD,BRONX,10461,718-828-1180,5711,05/22/2016,Permitted,2 YEARS - 5 YEARS,18,No,Private,40.854402,-73.854204
DC24750,STEPS 2 SUCCESS,"STEPZ 2 SUCCESS CHILD CARE CENTER, INC.",1992 NOSTRAND AVENUE,BROOKLYN,11210,718-576-6994,26977,11/08/2014,Permitted,2 YEARS - 5 YEARS,18,No,Private,40.636978,-73.948437
DC18578,STEPS TO SUCCESS 1,"STEPS TO SUCCESS OF NY, LLC",11-21 NEW LOTS AVENUE,BROOKLYN,11212,718-345-3555,8114,12/23/2015,Permitted,2 YEARS - 5 YEARS,78,No,Private,40.6569049,-73.9041489
DC20465,STEPS TO SUCCESS I,"STEPS TO SUCCESS OF NY, LLC",11-21 NEW LOTS AVENUE,BROOKLYN,11212,718-345-3555,8115,12/23/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.6569049,-73.9041489
DC19072,STEPS TO SUCCESS II,"STEPS TO SUCCESS II, LLC.",2975 HYLAN BLVD,STATEN ISLAND,10306,718-351-7777,7984,02/13/2015,Permitted,2 YEARS - 5 YEARS,89,No,Private,40.561,-74.119866
DC22667,STEPS TO SUCCESS III,"STEPS TO SUCCESS III,LLC",1810 VOORHIES AVENUE,BROOKLYN,11235,718-758-5558,20917,08/17/2014,Permitted,2 YEARS - 5 YEARS,133,No,Private,40.585848,-73.950689
DC14689,STILLWELL  AVE PREP-SCHOOL,STILLWELL AVENUE INC.,6420 BAY PARKWAY,BROOKLYN,11204,718-232-3643,7954,11/19/2014,Permitted,2 YEARS - 5 YEARS,44,Yes,Private,40.614152,-73.9815069
DC69,STILLWELL AVE PREPARATORY EXTENSION PROGRAM,STILLWELL AVENUE INC.,132 HIGHLAWN AVENUE,BROOKLYN,11223,718-333-3433,6903,05/09/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private,40.602979,-73.981197
DC11017,STILLWELL AVENUE PREP SCHOOL,STILLWELL AVENUE INC.,1990 STILLWELL AVENUE,BROOKLYN,11223,718-265-2220,5709,03/01/2016,Permitted,2 YEARS - 5 YEARS,79,No,Private,40.5981607,-73.9855508
DC415,STORYBOOK LAND,"STORYBOOK LAND, INC.",8638 20TH AVENUE,BROOKLYN,11214,718-996-8714,6424,08/27/2015,Permitted,2 YEARS - 5 YEARS,18,No,Private,40.60415,-73.999115
DC12233,STRAWBERRY PATCH DAY CARE  INC.,"STRAWBERRY PATCH DAY CARE CENTER, INC.",2007 LINDEN BOULEVARD,BROOKLYN,11207,718-257-7555,7429,05/30/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.6598929,-73.888566
DC12234,"STRAWBERRY PATCH DAY CARE,INC.","STRAWBERRY PATCH DAY CARE CENTER, INC.",2007 LINDEN BOULEVARD,BROOKLYN,11207,718-257-7555,7423,05/30/2015,Permitted,2 YEARS - 5 YEARS,41,No,Private,40.6598929,-73.888566
DC23116,STRONG PLACE DAY CARE,"STRONG PLACE DAY CARE CENTER, INC.",595 CLINTON STREET,BROOKLYN,11231,718-624-2993,19457,07/25/2014,Permitted,2 YEARS - 5 YEARS,159,No,ACS Contracted Preschools,40.6749008,-74.0015897
DC24647,STRONG PLACE FOR HOPE DAY CARE,"STRONG PLACE DAY CARE, INC.",333 2ND STREET,BROOKLYN,11215,718-624-2993,23357,09/27/2014,Permitted,2 YEARS - 5 YEARS,91,No,ACS Contracted Preschools,40.6739729,-73.98348399999999
DC24648,STRONG PLACE FOR HOPE DAY CARE,"STRONG PLACE DAY CARE CENTER, INC.",460 ATLANTIC AVENUE,BROOKLYN,11217,718-522-1352,23338,09/27/2014,Permitted,2 YEARS - 5 YEARS,114,No,ACS Contracted Preschools,40.6860743,-73.9831035
DC2116,STUYVESANT HEIGHTS CHRISTIAN CHURCH EARLY CHILDHOOD CENTER,"STUYVESANT HEIGHTS CHRISTIAN CHURCH, INC.",69 MACDONOUGH STREET,BROOKLYN,11216,718-783-5383,5467,09/25/2014,Permitted,2 YEARS - 5 YEARS,40,No,Private,40.6811403,-73.9439988
DC16659,STUYVESANT HEIGHTS MONTESSORI,"STUYVESANT HEIGHTS MONTESSORI,INC.",644 MACDONOUGH STREET,BROOKLYN,11233,347-295-1100,7921,09/16/2014,Permitted,2 YEARS - 5 YEARS,71,No,Private,40.6833828,-73.92057670000001
DC373,SUMNER CHILDREN'S CENTER,BROOKLYN KINDERGARTEN SOCIETY,860 PARK AVENUE,BROOKLYN,11206,718-455-3471,1235,05/19/2016,Permitted,2 YEARS - 5 YEARS,59,Yes,ACS Contracted Preschools,40.6985921,-73.9406113
DC16690,SUN FLOWER,"SANDRA'S SUNFLOWER CHILD CARE, INC.",121-17  SUTPHIN BLVD.,QUEENS,11434,718-848-1352,8286,04/11/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.676843,-73.7903989
DC1543,SUNFLOWER ACADEMY,NATALIE'S SUNFLOWER LLC,238 5 AVENUE,BROOKLYN,11215,718-783-0738,7161,05/10/2016,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.67556099999999,-73.981357
DC25966,SUNFLOWER DAY CARE CENTER,"NEW SUNFLOWER DAY CARE CENTER, LLC",1704 BATH AVENUE,BROOKLYN,11214,718-236-3643,53797,11/01/2015,Permitted,2 YEARS - 5 YEARS,17,No,Private,40.604917,-74.00838499999999
DC21751,SUNFLOWER KIDZ DAY CARE,SUNFLOWER KIDZ DAY CARE,100-17 32 AVENUE,QUEENS,11369,347-709-7793,8366,08/24/2015,Permitted,2 YEARS - 5 YEARS,32,No,Private,40.75948,-73.868098
DC21004,SUNFLOWER PLAYHOUSE,SUNFLOWER PLAYHOUSE CORP.,787A WASHINGTON AVENUE,BROOKLYN,11238,718-623-2900,8230,01/03/2015,Permitted,2 YEARS - 5 YEARS,17,No,Private,40.673053,-73.96249499999999
DC21003,SUNFLOWER PLAYHOUSE  #2,SUNFLOWER PLAYHOUSE CORP.,33 7TH   AVENUE,BROOKLYN,11217,718-638-0212,8221,10/08/2014,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.676538,-73.973708
DC21284,SUNFLOWER PLAYHOUSE INFANTS AND TODDLERS PROGRAM,SUNFLOWER PLAYHOUSE CORP.,787A WASHINGTON AVENUE,BROOKLYN,11238,718-623-2900,62737,04/30/2016,Permitted,0 YEARS - 2 YEARS,26,No,Private,40.673053,-73.96249499999999
DC18160,SUNNY SKIES PRE-SCHOOL # 2,SUNNY SKIES DC CORP.,969  43RD STREET,BROOKLYN,11219,718-438-7040,7952,11/18/2014,Permitted,2 YEARS - 5 YEARS,52,No,Private,40.642702,-73.99534799999999
DC21414,SUNNY SKIES PRESCHOOL,SUNNY SKIES PRESCHOOL,112 Ridge Street,MANHATTAN,10002,646-389-4338,51301,09/05/2015,Permitted,2 YEARS - 5 YEARS,87,No,Private,40.7188545,-73.9830585
DC21883,SUNNY SKIES PRESCHOOL,SUNNY SKIES DC CORP.,2585 CONEY ISLAND AVENUE,BROOKLYN,11223,718-438-7040,8358,08/08/2015,Permitted,2 YEARS - 5 YEARS,57,No,Private,40.593612,-73.96046299999999
DC26190,SUNNY SKIES PROSPECT,MARGARYCEL NUNEZ,720 WASHINGTON AVENUE,BROOKLYN,11238,718-372-4665,57357,02/21/2016,Permitted,2 YEARS - 5 YEARS,114,No,Private,40.676201,-73.96384499999999
DC25205,SUNNYSIDE UP UPK PROGRAM,"SUNNYSIDE COMMUNITY SERVICES, INC.",43-31 39 STREET,QUEENS,11104,718-784-6173,51958,09/13/2015,Permitted,2 YEARS - 5 YEARS,36,No,Private,40.7450411,-73.92564709999999
DC10579,SUNSET PARK CHILDREN'S SCHOOL (PRESCHOOL ),SUNSET PARK CHILDREN'S SCHOOL INC.,4616 4 AVENUE,BROOKLYN,11220,718-439-3323,5025,05/04/2014,Expired-InRenewal,2 YEARS - 5 YEARS,40,No,Private,40.648481,-74.0108727
DC14384,"SUNSET PARK CHILDREN'S SCHOOL, INC. I/T","SUNSET PARK CHILDREN'S SCHOOL, INC",4616 4TH AVENUE,BROOKLYN,11220,718-439-3323,5282,08/18/2014,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.648481,-74.0108727
DC22534,SUNSET PARK EARLY CHILDHOOD DEVELOPMENT CENTER,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",5902 6TH AVENUE,BROOKLYN,11220,718-768-1012,19137,07/18/2014,Permitted,2 YEARS - 5 YEARS,98,No,ACS Contracted Preschools,40.63872050000001,-74.0133967
DC21006,SUNSHINE DAY CARE,SUNSHINE DAY CARE OF EAST HARLEM L L C,1330 5TH AVENUE,MANHATTAN,10026,212-444-1177,8303,06/06/2015,Permitted,2 YEARS - 5 YEARS,47,Yes,Private,40.7978934,-73.9487856
DC21173,SUNSHINE DAY CARE,SUNSHINE DAYCARE  OF EAST HARLEM L L C,1330 5TH AVENUE,MANHATTAN,10026,212-444-1177,8304,06/06/2015,Permitted,0 YEARS - 2 YEARS,48,Yes,Private,40.7978934,-73.9487856
DC20376,SUNSHINE DAY CARE,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C,1564 ST. PETERS AVENUE,BRONX,10461,718-989-9801,8254,02/01/2015,Permitted,2 YEARS - 5 YEARS,53,No,Private,40.840757,-73.847358
DC14161,SUNSHINE DAY CARE,SUNSHINE CHILDRENS DAYCARE LLC,2929 WEST 31ST STREET,BROOKLYN,11224,718-996-7200,7320,12/20/2014,Permitted,2 YEARS - 5 YEARS,53,No,Private,40.573178,-73.9968676
DC18906,SUNSHINE DAY CARE,SUNSHINE CHILDRENS DAYCARE LLC,2929 WEST 31ST STREET,BROOKLYN,11224,718-996-7200,7959,11/21/2014,Permitted,0 YEARS - 2 YEARS,28,No,Private,40.573178,-73.9968676
DC20960,SUNSHINE DAY CARE,SUNSHINE DAY CARE OF MOTT HAVEN,416 WILLIS AVENUE,BRONX,10454,718-989-9804,9517,12/05/2015,Permitted,2 YEARS - 5 YEARS,90,No,Private,40.813127,-73.919477
DC22029,SUNSHINE DAY CARE,SUNSHINE DAY CARE OF MOTT HAVEN,416 WILLIS AVENUE,BRONX,10454,718-989-9804,9518,12/06/2015,Permitted,0 YEARS - 2 YEARS,36,No,Private,40.813127,-73.919477
DC22399,SUNSHINE DAY CARE CENTER,"SUNSHINE DAY CARE CENTER, INC.",34-57 FRANCIS LEWIS BLVD.,QUEENS,11358,718-353-1800,10441,12/29/2015,Permitted,2 YEARS - 5 YEARS,35,No,Private,40.7647401,-73.788509
DC20754,SUNSHINE DAYCARE,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C,1564 ST. PETER'S AVENUE,BRONX,10461,718-989-9801,8255,02/01/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.840757,-73.847358
DC14371,SUNSHINE DEVELOPMENTAL SCHOOL,SUNSHINE DEVELOPMENTAL  SCHOOL,91-10 146 STREET,QUEENS,11435,718-468-9000,7441,09/08/2015,Permitted,2 YEARS - 5 YEARS,188,No,Private,40.700684,-73.809128
DC14719,SUNSHINE INFANT & TODDLER PROGRAM,"CHARLES & CHARLES, NY INC",1277 STERLING PLACE,BROOKLYN,11213,718-363-2144,7597,06/27/2015,Permitted,0 YEARS - 2 YEARS,21,No,Private,40.671959,-73.936114
DC19617,SUNSHINE LEARNING CENTER PRESCHOOL,SUNSHINE LEARNING CENTER PRESCHOOL,201-06  LINDEN BLVD.,QUEENS,11412,718-525-1945,8040,09/02/2015,Permitted,2 YEARS - 5 YEARS,48,Yes,Private,40.694646,-73.7514746
DC2934,"SUNSHINE LEARNING CENTER, INC.","SUNSHINE LEARNING CENTER,INC.",201-02 LINDEN BOULEVARD,QUEENS,11412,718-525-1945,6719,01/25/2016,Permitted,2 YEARS - 5 YEARS,69,Yes,Private,40.6946155,-73.7515836
DC19186,"SUNSHINE LEARNING CENTER,INC.","SUNSHINE LEARNING CENTER,INC.",201-06  LINDEN BLVD.,QUEENS,11412,718-525-2154,7994,01/28/2015,Permitted,0 YEARS - 2 YEARS,10,Yes,Private,40.694646,-73.7514746
DC1923,SUNSHINE NURSERY & DAY CARE CENTER - INFANT,CNNA INC.,576 GATES AVENUE,BROOKLYN,11221,718-452-9740,7506,12/10/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private,40.687043,-73.94221019999999
DC14585,SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC.,576 GATES AVENUE,BROOKLYN,11221,718-452-9740,7333,01/08/2015,Permitted,2 YEARS - 5 YEARS,65,No,Private,40.687043,-73.94221019999999
DC21237,SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC.,580 GATES AVENUE,BROOKLYN,11221,718-452-9740,27797,11/26/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private,40.686828,-73.9423683
DC20592,SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC,580A GATES AVENUE,BROOKLYN,11221,718-452-9740,8395,08/23/2015,Permitted,2 YEARS - 5 YEARS,26,No,Private,40.686836,-73.9423023
DC20591,SUNSHINE NURSERY AND DAY CARE CENTER   I/T,CNNA INC.,580 GATES AVENUE,BROOKLYN,11221,718-452-9740,8203,07/02/2014,Permitted,0 YEARS - 2 YEARS,17,No,Private,40.686828,-73.9423683
DC14370,SUNSHINE SCHOOL,"SUNSHINE SCHOOL,LLC",91-10 146 STREET,QUEENS,11435,718-468-9000,7426,09/08/2015,Permitted,2 YEARS - 5 YEARS,122,No,Private,40.700684,-73.809128
DC22018,SUPERIOR DAY CARE CENTER /PRESCHOOL,"SUPERIOR DAY CARE CENTER, INC.",1741 BROADWAY,BROOKLYN,11207,718-975-4904,18777,07/09/2014,Permitted,2 YEARS - 5 YEARS,75,No,Private,40.6830335,-73.91054919999999
DC22031,SUPERIOR DAY CARE CENTER/ INFANT/TODDLER,"SUPERIOR DAY CARE CENTER, INC.",1741 BROADWAY,BROOKLYN,11207,718-975-4904,60378,04/04/2016,Permitted,0 YEARS - 2 YEARS,23,No,Private,40.6830335,-73.91054919999999
DC11641,SUSAN E WAGNER DAY SCHOOL,"NORTHEAST BRONX DAY CARE CENTER,INC.",4102 WHITE PLAINS ROAD,BRONX,10466,718-547-0501,6622,01/11/2015,Permitted,2 YEARS - 5 YEARS,184,Yes,Private,40.890751,-73.8588115
DC374,SUSAN E. WAGNER DAY CARE CENTER,"NORTHEAST BRONX DAY CARE CENTER, INC.",1140 EAST 229TH STREET,BRONX,10466,718-547-1735,4142,04/03/2016,Permitted,2 YEARS - 5 YEARS,115,Yes,ACS Contracted Preschools,40.8864919,-73.8459724
DC1585,SUSAN E. WAGNER DAY SCHOOL,NORTHEAST BRONX DAY CARE CENTER INC.,4102 WHITE PLAINS ROAD,BRONX,10466,718-547-0501,6661,08/25/2015,Permitted,0 YEARS - 2 YEARS,8,Yes,Private,40.890751,-73.8588115
DC1829,SUSAN E. WAGNER DAY SCHOOL,NORTHEAST BRONX DAY CARE CENTER INC.,5401 POST ROAD,BRONX,10471,718-601-5401,6833,08/11/2014,Permitted,2 YEARS - 5 YEARS,194,Yes,Private,40.9013783,-73.8980381
DC19160,SUSAN WAGNER VICTORY,"NORTHEAST BRONX DAY CARE CENTER,INC.",3440 WHITE PLAINS RD.,BRONX,10467,718-655-5500,7972,12/01/2014,Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Contracted Preschools,40.8763234,-73.86676469999999
DC2721,SWEET ANGELS NURSERY SCHOOL,SWEET ANGELS NURSERY SCHOOL,27-11 BAYSIDE LANE,QUEENS,11358,718-445-7305,6785,03/29/2016,Permitted,2 YEARS - 5 YEARS,29,No,Private,40.7721328,-73.8002176
DC375,SYLVIA KLEIN CHILD CARE CENTER,"COLONY-SOUTH BROOKLYN HOUSES, INC",720 EUCLID AVENUE,BROOKLYN,11208,718-647-2274,375,08/17/2015,Permitted,2 YEARS - 5 YEARS,50,No,ACS Contracted Preschools,40.6693881,-73.8704719
DC17361,T.R. LITTLE PEOPLE,"TR LITTLE PEOPLE, LTD",127 EAST 90TH STREET,MANHATTAN,10128,212-860-8116,7794,08/28/2015,Permitted,2 YEARS - 5 YEARS,8,No,Private,40.782385,-73.9539099
DC17156,T.R. LITTLE PEOPLE,"TR LITTLE PEOPLE, LTD",127 EAST 90TH STREET,MANHATTAN,10128,212-860-8118,7795,08/27/2015,Permitted,0 YEARS - 2 YEARS,8,No,Private,40.782385,-73.9539099
DC10682,TABERNACLE CHURCH OF GOD DAY CARE CENTER,"TABERNACLE CHURCH OF GOD, INC.",34-52 KOSCIUSZKO STREET,BROOKLYN,11205,718-638-3209,4267,05/04/2015,Permitted,2 YEARS - 5 YEARS,184,No,ACS Contracted Preschools,40.689996,-73.95353759999999
DC376,TABERNACLE DAY CARE CENTER (INFANT/TODDLER),"TABERNACLE CHURCH OF GOD, INC.",34-52 KOSCIUSZKO STREET,BROOKLYN,11205,718-638-3209,4256,11/11/2015,Permitted,0 YEARS - 2 YEARS,56,No,ACS Contracted Preschools,40.689996,-73.95353759999999
DC23000,TALMUD TORAH OHR MOSHE,TALMUD TORAH OHR MOSHE,1774 58TH STREET,BROOKLYN,11204,718-234-6100,25837,10/22/2014,Permitted,2 YEARS - 5 YEARS,40,No,Private,40.6234102,-73.98650409999999
DC11019,TANGLEWOOD MONTESSORI SCHOOL,TANGLEWOOD MONTESSORI CORP,15 TANGLEWOOD DRIVE,STATEN ISLAND,10308,718-967-2424,4933,07/21/2014,Permitted,2 YEARS - 5 YEARS,84,No,Private,40.567288,-74.151684
DC21212,TARYAG NURSERY,CONGREGATION 613,2294 NOSTRAND AVENUE,BROOKLYN,11210,718-989-9681,14958,04/16/2016,Permitted,2 YEARS - 5 YEARS,90,No,Private,40.628666,-73.947576
DC11833,"TEACHING, LEARNING & CARING DAY CARE","MAGIC RAINBOW, INC.",212-43 JAMAICA AVENUE,QUEENS,11428,718-740-6750,6830,03/29/2016,Permitted,2 YEARS - 5 YEARS,28,No,Private,40.7160377,-73.745531
DC2759,"TEACHING, LEARNING AND CARING.","MAGIC RAINBOW, INC",212-43 JAMAICA AVENUE,QUEENS,11428,718-740-6750,7403,05/23/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private,40.7160377,-73.745531
DC2648,TEMPLE EMANU-EL NURSERY SCHOOL,CONGREGATION EMANU-EL OF THE CITY OF N.Y.,10 EAST 66 STREET,MANHATTAN,10065,212-744-1400,2003,05/18/2014,Expired-InRenewal,2 YEARS - 5 YEARS,115,No,Private,40.7682467,-73.968909
DC1120,TEMPLE ISRAEL EARLY CHILDHOOD LEARNING CENTER,TEMPLE ISRAEL OF THE CITY OF NEW YORK,112 EAST 75 STREET,MANHATTAN,10021,212-249-5000,2171,07/27/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private,40.772565,-73.96184699999999
DC2620,TEMPLE SHAARAY TEFILA NURSERY SCHOOL,TEMPLE SHAARAY TEFILA NURSERY SCHOOL,250 EAST 79 STREET,MANHATTAN,10075,212-535-2146,5891,09/15/2014,Permitted,2 YEARS - 5 YEARS,139,No,Private,40.7733213,-73.9555297
DC2401,TENDER CARE ON THE MOUNT,MISSION OF THE IMMACULATE VIRGIN FOR THE PROTECTION OF HOMELESS AND DESTITUTE CHILDREN,6581 HYLAN BOULEVARD,STATEN ISLAND,10309,718-317-2849,5659,09/14/2014,Permitted,2 YEARS - 5 YEARS,73,No,Private,40.51030919999999,-74.21976839999999
DC31714,TENDER TOSTS CORONA,TENDER TOTS CORONA LLC,104-18 42 AVENUE,QUEENS,11368,848-525-8749,65257,05/29/2016,Permitted,2 YEARS - 5 YEARS,82,No,Private,40.7484449,-73.86025699999999
DC20870,TENDER TOTS,TENDER TOTS 137 STREET LLC,531-535 EAST 137TH STREET,BRONX,10454,718-215-4125,44279,06/19/2015,Permitted,2 YEARS - 5 YEARS,67,No,Corporate,40.806638,-73.91890599999999
DC21703,TENDER TOTS CHILD CARE CENTER,TENDER TOTS DECATUR L L C,3322 DECATUR AVENUE,BRONX,10467,718-324-1052,9958,12/14/2015,Permitted,2 YEARS - 5 YEARS,95,No,Private,40.876924,-73.8729029
DC21704,TENDER TOTS CHILD CARE CENTER,TENDER TOTS DECATUR LLC,3322 DECATUR AVENUE,BRONX,10467,718-324-1052,9937,12/14/2015,Permitted,0 YEARS - 2 YEARS,35,No,Private,40.876924,-73.8729029
DC21618,TENDER TOTS CHILD CARE CENTER,TENDER TOTS 137 STREET LLC,531-535 EAST 137 STREET,BRONX,10454,718-215-4125,44297,06/19/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private,40.806638,-73.91890599999999
DC10665,"TENDER YEAR CHILDCARE, INC.","TENDER YEARS CHILDCARE, INC.",3141 EAST TREMONT AVENUE,BRONX,10461,718-829-3067,7231,05/06/2015,Permitted,0 YEARS - 2 YEARS,16,No,Private,40.8379562,-73.8345695
DC841,TENDER YEARS CHILDCARE INC.,"TENDER YEARS CHILDCARE, INC.",3141 EAST TREMONT AVENUE,BRONX,10461,718-829-3067,6367,12/31/2014,Permitted,2 YEARS - 5 YEARS,14,No,Private,40.8379562,-73.8345695
DC2816,TENDER YEARS DAY CARE,CHER INC.,199-15 LINDEN BOULEVARD,QUEENS,11412,718-481-8687,6446,09/06/2015,Permitted,2 YEARS - 5 YEARS,26,No,Private,40.694308,-73.75279359999999
DC14100,TEREMOK V,"TEREMOK V, CORP.",448 NEPTUNE AVENUE,BROOKLYN,11224,718-743-9009,7451,08/17/2015,Permitted,2 YEARS - 5 YEARS,38,No,Private,40.5792669,-73.9707419
DC24589,THE  MONTESSORI AT FLATIRON,THE MONTESSORI SCHOOL LLC,3-7 WEST 22ND STREET,MANHATTAN,10010,212-633-0600,52617,09/30/2015,Permitted,2 YEARS - 5 YEARS,62,No,Private,40.7412568,-73.9905526
DC2990,THE  PARK PRESCHOOL  LTD.,THE PARK PRESCHOOL LTD.,275 GREENWICH STREET,MANHATTAN,10007,212-571-6191,6013,03/05/2015,Permitted,2 YEARS - 5 YEARS,44,Yes,Private,40.7151804,-74.01099169999999
DC14286,THE ACORN SCHOOL,THE ACORN SCHOOL,330 EAST 26 STREET,MANHATTAN,10010,212-684-0230,2160,02/22/2016,Permitted,2 YEARS - 5 YEARS,68,No,Private,40.7392563,-73.97831959999999
DC17672,THE BARCLAY STREET SCHOOL LTD.,THE BARCLAY STREET SCHOOL LTD.,6-10 BARCLAY ST,MANHATTAN,10007,212-571-2715,7945,09/12/2014,Permitted,2 YEARS - 5 YEARS,42,No,Private,40.7122637,-74.0091405
DC2414,THE BRICK CHURCH SCHOOL,BRICK CHURCH SCHOOL,62 EAST 92 STREET,MANHATTAN,10128,212-289-5683,411,07/25/2014,Permitted,2 YEARS - 5 YEARS,149,Yes,Private,40.7841042,-73.9551888
DC2587,THE BROWNSTONE SCHOOL AND DAY CARE,THE BROWNSTONE SCHOOL AND DAY CARE CENTER,128 WEST 80 STREET,MANHATTAN,10024,212-874-1341,4323,04/26/2014,Expired-InRenewal,2 YEARS - 5 YEARS,84,No,Private,40.7829918,-73.9764294
DC16777,THE CHILD CENTER OF NEW YORK,THE CHILD CENTER  OF NEW YORK,60-02 ROOSEVELT AVENUE,QUEENS,11377,718-943-2800,7766,06/08/2015,Permitted,2 YEARS - 5 YEARS,85,Yes,ACS Head Start,40.74525999999999,-73.9042599
DC18821,THE CHILD CENTER OF NEW YORK / AKA: 41-61 KESSINA BLVD,"THE CHILD CENTER OF NEW YORK, INC.",140-15 SANFORD AVENUE,QUEENS,11355,347-506-0832,8193,07/02/2014,Permitted,2 YEARS - 5 YEARS,36,No,Head Start (Direct Fed. Funding),40.7575327,-73.82666499999999
DC10454,THE CHILD DEVELOPMENT CENTER OF KINGSBOROUGH C.C,CITY UNIVERSITY OF NEW YORK KINGSBOROUGH COMMUNITY COLLEGE,1915 ORIENTAL BOULEVARD,BROOKLYN,11235,718-368-5868,3050,08/30/2014,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.5784785,-73.9374053
